x,y,z
-2.36811,-3.90236,14.7675
-2.52776,-4.18815,14.5731
-2.70055,-4.49795,14.3969
-2.88762,-4.83348,14.2409
-3.09013,-5.19649,14.1073
-3.30931,-5.58875,13.9987
-3.54645,-6.01198,13.9183
-3.80286,-6.46783,13.8697
-4.07989,-6.95779,13.8569
-4.37889,-7.48307,13.8848
-4.70116,-8.0445,13.9588
-5.04795,-8.64236,14.085
-5.42038,-9.27619,14.2704
-5.81938,-9.94456,14.5225
-6.24558,-10.6448,14.8498
-6.69923,-11.3726,15.2613
-7.18005,-12.1217,15.7663
-7.68711,-12.8836,16.3745
-8.21859,-13.6471,17.0951
-8.77167,-14.3978,17.9364
-9.34223,-15.1182,18.9053
-9.92475,-15.7872,20.0058
-10.5121,-16.3807,21.2381
-11.0952,-16.8719,22.5976
-11.6635,-17.2325,24.0734
-12.2046,-17.434,25.6472
-12.7046,-17.4499,27.2929
-13.1486,-17.2583,28.9767
-13.5215,-16.8444,30.6577
-13.8084,-16.2028,32.2897
-13.9962,-15.3397,33.8247
-14.074,-14.2737,35.2157
-14.0343,-13.0351,36.4212
-13.8738,-11.6641,37.4085
-13.5935,-10.2076,38.1564
-13.1992,-8.71534,38.6569
-12.7007,-7.23555,38.9144
-12.1111,-5.81146,38.9452
-11.4463,-4.47846,38.7737
-10.7234,-3.26258,38.4301
-9.95996,-2.18017,37.9471
-9.17294,-1.23859,37.357
-8.37804,-0.437583,36.6895
-7.58913,0.229043,35.9707
-6.81795,0.771618,35.2224
-6.07402,1.20301,34.4616
-5.36463,1.53729,33.7014
-4.69506,1.78868,32.9512
-4.06875,1.97084,32.2171
-3.48753,2.09644,31.5031
-2.95194,2.17681,30.8112
-2.46144,2.22196,30.1422
-2.01468,2.24048,29.4959
-1.60966,2.23965,28.8718
-1.24395,2.2256,28.2686
-0.914808,2.20334,27.6852
-0.619333,2.177,27.1205
-0.354544,2.14989,26.5731
-0.11746,2.12467,26.0419
0.0948399,2.10341,25.5261
0.285174,2.08777,25.0246
0.45623,2.079,24.5368
0.610546,2.07807,24.0619
0.7505,2.08574,23.5995
0.878305,2.10258,23.1491
0.996011,2.12904,22.7104
1.10552,2.16548,22.283
1.20856,2.21223,21.8669
1.30676,2.26958,21.4618
1.4016,2.33782,21.0677
1.49445,2.41726,20.6846
1.58657,2.50824,20.3126
1.67916,2.61116,19.9518
1.77333,2.72646,19.6023
1.87013,2.85465,19.2645
1.97056,2.99631,18.9386
2.0756,3.15208,18.6252
2.18617,3.32269,18.3247
2.3032,3.50894,18.0377
2.42762,3.71172,17.7651
2.56033,3.93197,17.5076
2.70226,4.17071,17.2665
2.85433,4.42902,17.0428
3.01751,4.70802,16.8381
3.19276,5.00887,16.654
3.38107,5.33273,16.4925
3.58343,5.68074,16.3557
3.80087,6.05399,16.2463
4.03439,6.45345,16.1671
4.28501,6.87992,16.1215
4.55369,7.33397,16.1132
4.84136,7.81582,16.1464
5.14884,8.32524,16.2258
5.47685,8.86141,16.3565
5.82589,9.42275,16.5441
6.19626,10.0068,16.7947
6.58792,10.6098,17.1145
7.00042,11.2269,17.5102
7.4328,11.8515,17.9881
7.88351,12.4751,18.5544
8.35021,13.0874,19.2145
8.82973,13.676,19.9726
9.3179,14.2263,20.8312
9.80947,14.7216,21.7901
10.298,15.1439,22.8461
10.7759,15.4737,23.9922
11.2345,15.6918,25.2166
11.664,15.7794,26.5029
12.054,15.7205,27.8295
12.3937,15.5028,29.1702
12.6723,15.1191,30.4949
12.8798,14.5691,31.7712
13.0075,13.8599,32.9661
13.0484,13.0062,34.0483
12.998,12.0298,34.9901
12.8547,10.9585,35.7698
12.6197,9.82407,36.3731
12.2975,8.65988,36.7937
11.895,7.49864,37.0331
11.4217,6.37023,37.1003
10.8886,5.29999,37.01
10.3081,4.3077,36.7809
9.69279,3.40715,36.4341
9.05508,2.60631,35.9912
8.40681,1.90795,35.4731
7.75868,1.31051,34.8991
7.12006,0.809108,34.2857
6.49887,0.396537,33.6471
5.90147,0.0641391,32.9947
5.3328,-0.197437,32.3375
4.79639,-0.397654,31.6821
4.29458,-0.545661,31.0334
3.82861,-0.650012,30.3948
3.39884,-0.718487,29.7684
3.00491,-0.758013,29.1555
2.64585,-0.774642,28.5567
2.32028,-0.773577,27.9722
2.02647,-0.759224,27.4018
1.76247,-0.735263,26.8452
1.52621,-0.704725,26.3019
1.31556,-0.670071,25.7715
1.12838,-0.63327,25.2533
0.962544,-0.595872,24.7469
0.81603,-0.559073,24.2518
0.686894,-0.523775,23.7675
0.573306,-0.490638,23.2938
0.473557,-0.460127,22.83
0.386064,-0.432551,22.3761
0.309371,-0.408098,21.9316
0.242148,-0.38686,21.4962
0.183186,-0.368862,21.0698
0.131393,-0.354077,20.652
0.0857816,-0.342447,20.2427
0.0454683,-0.333891,19.8416
0.00966048,-0.32832,19.4487
-0.0223504,-0.325643,19.0636
-0.0511968,-0.325775,18.6862
-0.0774435,-0.328642,18.3164
-0.101595,-0.334184,17.954
-0.124104,-0.34236,17.5989
-0.145375,-0.35315,17.2509
-0.165775,-0.366555,16.9098
-0.185636,-0.382601,16.5756
-0.205265,-0.40134,16.2482
-0.224942,-0.42285,15.9273
-0.244932,-0.447237,15.6129
-0.265484,-0.474635,15.305
-0.286841,-0.505211,15.0032
-0.309236,-0.539162,14.7077
-0.332904,-0.57672,14.4182
-0.358078,-0.618152,14.1348
-0.384999,-0.663762,13.8572
-0.413915,-0.713898,13.5856
-0.445085,-0.768949,13.3197
-0.478782,-0.829352,13.0596
-0.515299,-0.895598,12.8053
-0.55495,-0.968229,12.5566
-0.598072,-1.04785,12.3138
-0.645033,-1.13514,12.0766
-0.696232,-1.23083,11.8454
-0.752105,-1.33576,11.62
-0.813129,-1.45082,11.4007
-0.879826,-1.57704,11.1876
-0.952771,-1.71551,10.981
-1.03259,-1.86746,10.7812
-1.11999,-2.03423,10.5885
-1.21571,-2.2173,10.4034
-1.3206,-2.4183,10.2265
-1.43557,-2.63899,10.0585
-1.56163,-2.88132,9.90023
-1.69989,-3.1474,9.75284
-1.85156,-3.43953,9.6176
-2.01795,-3.76019,9.49609
-2.2005,-4.11204,9.39022
-2.4008,-4.49794,9.3023
-2.62052,-4.9209,9.23511
-2.86151,-5.38407,9.19202
-3.12571,-5.8907,9.17702
-3.41522,-6.44405,9.19493
-3.73222,-7.04732,9.25146
-4.07901,-7.70352,9.35337
-4.45791,-8.41522,9.50866
-4.87124,-9.18438,9.72667
-5.32126,-10.0119,10.0183
-5.81002,-10.8974,10.3959
-6.33924,-11.8384,10.8737
-6.91014,-12.8298,11.4674
-7.52317,-13.8632,12.194
-8.17773,-14.9257,13.0716
-8.87181,-15.9992,14.1182
-9.60159,-17.0596,15.3511
-10.3609,-18.0754,16.7843
-11.141,-19.0081,18.4273
-11.9298,-19.8119,20.2815
-12.7117,-20.4356,22.3378
-13.4676,-20.8244,24.5731
-14.175,-20.9249,26.948
-14.8088,-20.6902,29.4056
-15.3423,-20.0864,31.8728
-15.749,-19.0993,34.264
-16.0049,-17.7395,36.4875
-16.0904,-16.0449,38.4549
-15.9929,-14.0793,40.0906
-15.7077,-11.9266,41.341
-15.2397,-9.68225,42.18
-14.6021,-7.44214,42.6106
-13.8157,-5.29302,42.6627
-12.907,-3.3047,42.3859
-11.9054,-1.52594,41.8421
-10.8411,0.016143,41.0974
-9.74323,1.31382,40.2147
-8.63788,2.37473,39.2497
-7.5475,3.21728,38.2479
-6.49027,3.86625,37.244
-5.48015,4.34924,36.263
-4.52709,4.69397,35.321
-3.63755,4.92652,34.4273
-2.815,5.07036,33.5862
-2.06048,5.1459,32.7981
-1.37317,5.17043,32.0613
-0.750812,5.15836,31.3724
-0.19011,5.12143,30.7275
0.312909,5.06912,30.1224
0.762649,5.00899,29.553
1.16374,4.947,29.0155
1.52086,4.88777,28.5065
1.83864,4.83487,28.023
2.12157,4.791,27.5626
2.37392,4.75818,27.1232
2.59972,4.73788,26.7031
2.80276,4.73114,26.301
2.98652,4.73869,25.916
3.15422,4.76097,25.5472
3.3088,4.79826,25.1943
3.45296,4.8507,24.8569
3.58912,4.9183,24.535
3.71949,5.00103,24.2286
3.84606,5.0988,23.938
3.9706,5.21147,23.6634
4.09474,5.33889,23.4055
4.21989,5.4809,23.1647
4.34734,5.6373,22.9417
4.47824,5.80788,22.7374
4.61358,5.99239,22.5527
4.75427,6.19055,22.3886
4.90108,6.40201,22.2462
5.05466,6.62635,22.1267
5.21558,6.86304,22.0315
5.38429,7.11144,21.9618
5.56111,7.37075,21.9193
5.74627,7.63998,21.9054
5.93986,7.91794,21.9216
6.14184,8.20318,21.9697
6.35204,8.494,22.051
6.57009,8.78833,22.1672
6.79548,9.08382,22.3196
7.02749,9.37771,22.5093
7.26518,9.66687,22.7375
7.5074,9.9478,23.0046
7.75275,10.2166,23.3109
7.99958,10.4691,23.6561
8.24597,10.7007,24.0392
8.48975,10.9067,24.4586
8.7285,11.0822,24.9118
8.95957,11.2225,25.3955
9.18011,11.323,25.9054
9.38712,11.3793,26.4363
9.57751,11.3879,26.9821
9.74816,11.3457,27.5359
9.89603,11.251,28.0901
10.0182,11.1028,28.6363
10.1121,10.9018,29.1664
10.1755,10.6497,29.6717
10.2065,10.3499,30.1442
10.2038,10.0068,30.5763
10.1669,9.62608,30.9612
10.0958,9.21447,31.2935
9.99101,8.77932,31.5688
9.85399,8.32839,31.7843
9.68664,7.86955,31.9386
9.49149,7.41046,32.0316
9.2715,6.95832,32.0647
9.03002,6.51961,32.0403
8.77065,6.09997,31.9618
8.49715,5.70405,31.8333
8.21329,5.33549,31.6594
7.92281,4.99694,31.445
7.62928,4.69009,31.1951
7.33605,4.41577,30.9144
7.0462,4.17408,30.6079
6.76249,3.96451,30.2798
6.48735,3.78605,29.9342
6.22287,3.63733,29.5748
5.97077,3.51674,29.2049
5.73248,3.42251,28.8275
5.5091,3.35281,28.445
5.30145,3.30582,28.0598
5.11012,3.27978,27.6737
4.93547,3.27304,27.2886
4.77767,3.28406,26.9057
4.63673,3.31148,26.5265
4.51256,3.3541,26.1521
4.40496,3.41086,25.7835
4.31364,3.48089,25.4216
4.23829,3.56348,25.0672
4.17856,3.65806,24.7212
4.13407,3.76421,24.3843
4.10447,3.88165,24.0573
4.08939,4.01019,23.7409
4.08852,4.14978,23.4359
4.10155,4.30042,23.1431
4.12821,4.46223,22.8632
4.16828,4.63535,22.5973
4.22157,4.82,22.3461
4.28793,5.0164,22.1107
4.36723,5.22481,21.8922
4.45942,5.44546,21.6918
4.56443,5.67858,21.5107
4.68224,5.92434,21.3502
4.81285,6.18283,21.212
4.95624,6.45406,21.0975
5.11241,6.7379,21.0084
5.28132,7.03405,20.9467
5.46292,7.34203,20.9142
5.6571,7.66111,20.913
5.86365,7.99026,20.9452
6.0823,8.32813,21.013
6.31266,8.67299,21.1185
6.55416,9.02268,21.2639
6.80609,9.37456,21.4513
7.06751,9.72547,21.6825
7.33725,10.0717,21.9592
7.61387,10.409,22.2825
7.89564,10.7325,22.6531
8.1805,11.0368,23.071
8.46604,11.3161,23.5355
8.74954,11.5643,24.0449
9.02791,11.7748,24.5962
9.29774,11.9412,25.1855
9.55534,12.0573,25.8073
9.7968,12.1173,26.455
10.0181,12.1162,27.1205
10.2151,12.0501,27.7945
10.3838,11.9166,28.467
10.5204,11.7148,29.1269
10.6216,11.4459,29.7631
10.6844,11.1127,30.3642
10.7066,10.7204,30.9197
10.6868,10.2757,31.42
10.6244,9.78694,31.8567
10.5196,9.26379,32.2235
10.3738,8.71662,32.5157
10.189,8.15614,32.7309
9.96831,7.59289,32.8687
9.71526,7.03681,32.9307
9.4341,6.4969,32.9201
9.12941,5.9809,32.8415
8.80603,5.49515,32.7005
8.46887,5.04452,32.5034
8.12274,4.63238,32.257
7.77229,4.26075,31.9679
7.42182,3.93044,31.6428
7.07525,3.64119,31.2876
6.73609,3.39192,30.9083
6.40735,3.18087,30.5099
6.09156,3.00587,30.0969
5.79082,2.86442,29.6734
5.50676,2.75388,29.2428
5.24059,2.67158,28.8079
4.99318,2.61492,28.3712
4.76507,2.58141,27.9348
4.5565,2.56877,27.5004
4.3675,2.57491,27.0693
4.1979,2.59799,26.6429
4.04739,2.63639,26.2221
3.91554,2.68876,25.8077
3.80185,2.75396,25.4005
3.70577,2.83107,25.0013
3.62672,2.91939,24.6105
3.56411,3.01839,24.2288
3.51739,3.12775,23.8567
3.48601,3.24727,23.4947
3.46949,3.37692,23.1435
3.46736,3.51677,22.8035
3.47925,3.66703,22.4754
3.50482,3.82797,22.1599
3.5438,3.99997,21.8576
3.59599,4.18347,21.5694
3.66126,4.37896,21.296
3.73952,4.58698,21.0385
3.83076,4.80806,20.7979
3.935,5.04279,20.5754
4.05235,5.29171,20.3722
4.18292,5.55533,20.1899
4.32689,5.83412,20.0299
4.48444,6.12847,19.8942
4.65576,6.43862,19.7845
4.84107,6.76469,19.7031
5.04054,7.10658,19.6521
5.25432,7.46395,19.6343
5.48248,7.83615,19.6521
5.72503,8.22217,19.7084
5.98185,8.62054,19.8062
6.25265,9.02929,19.9485
6.53699,9.44586,20.1384
6.83415,9.867,20.3789
7.14318,10.2887,20.6728
7.46277,10.7063,21.0226
7.79126,11.114,21.4304
8.12655,11.5054,21.8976
8.4661,11.8732,22.4245
8.80686,12.2092,23.0105
9.14529,12.5048,23.6536
9.47733,12.751,24.3501
9.79844,12.9386,25.0944
10.1037,13.0588,25.879
10.3877,13.1035,26.6945
10.645,13.0659,27.5294
10.87,12.9411,28.3704
11.0574,12.7261,29.2029
11.2022,12.421,30.0114
11.2998,12.0285,30.7801
11.3469,11.5546,31.4936
11.3407,11.008,32.1381
11.2801,10.4,32.7012
11.1649,9.74409,33.1736
10.9966,9.05493,33.5484
10.7777,8.34783,33.8225
10.5121,7.63783,33.9954
10.2046,6.93908,34.0698
9.86097,6.26415,34.0509
9.4874,5.62362,33.9458
9.09043,5.02587,33.7631
8.67668,4.47695,33.5122
8.25259,3.9807,33.2028
7.82426,3.5389,32.8443
7.39729,3.15162,32.4457
6.97668,2.81749,32.0153
6.56678,2.53403,31.5605
6.17124,2.29801,31.0877
5.79302,2.10567,30.6023
5.43444,1.95304,30.1089
5.09721,1.83605,29.6113
4.78251,1.75076,29.1126
4.49102,1.69341,28.615
4.22302,1.66055,28.1206
3.97845,1.64903,27.6309
3.75698,1.65607,27.1469
3.55806,1.67926,26.6697
3.38096,1.71652,26.1998
3.22488,1.76613,25.7379
3.08891,1.82668,25.2844
2.97212,1.89704,24.8395
2.87358,1.97636,24.4036
2.79238,2.06403,23.977
2.72763,2.15965,23.5599
2.67852,2.26302,23.1525
2.64429,2.37409,22.7551
2.62427,2.49298,22.368
2.61785,2.61993,21.9914
2.62453,2.75531,21.6256
2.64388,2.89959,21.2711
2.67557,3.05333,20.9282
2.71936,3.21717,20.5975
2.7751,3.39184,20.2795
2.8427,3.57811,19.9748
2.9222,3.77683,19.6842
3.01367,3.98888,19.4085
3.11731,4.21521,19.1486
3.23335,4.45675,18.9057
3.36211,4.7145,18.681
3.50396,4.98941,18.476
3.65935,5.28245,18.2922
3.82875,5.59454,18.1316
4.01268,5.9265,17.9961
4.2117,6.27908,17.8882
4.42635,6.65284,17.8104
4.65718,7.04815,17.7658
4.90471,7.46511,17.7574
5.1694,7.90343,17.789
5.45162,8.36241,17.8643
5.75161,8.84077,17.9876
6.06944,9.33656,18.1633
6.40494,9.84703,18.396
6.75765,10.3685,18.6904
7.12676,10.8961,19.0512
7.51102,11.4238,19.4829
7.90864,11.9444,19.9892
8.31726,12.4489,20.5735
8.73382,12.9271,21.2375
9.15452,13.3675,21.9818
9.57474,13.7572,22.8048
9.98906,14.0825,23.7023
10.3912,14.3294,24.6673
10.7743,14.4841,25.6896
11.1306,14.5336,26.7557
11.4522,14.4672,27.8485
11.7309,14.2769,28.9482
11.9588,13.9585,30.0325
12.1285,13.5126,31.0774
12.2337,12.9445,32.0592
12.2693,12.2649,32.955
12.232,11.4892,33.7444
12.1206,10.6368,34.4111
11.9359,9.73009,34.9434
11.6808,8.79272,35.3349
11.3602,7.84844,35.5847
10.9809,6.91954,35.6969
10.5508,6.02571,35.6799
10.079,5.18323,35.5456
9.57488,4.40447,35.3079
9.04808,3.69785,34.9818
8.50785,3.06803,34.5828
7.96288,2.51633,34.1253
7.421,2.04134,33.6227
6.88906,1.63951,33.087
6.37283,1.30577,32.5282
5.87703,1.03412,31.9548
5.4053,0.818022,31.3736
4.96031,0.650848,30.7899
4.54387,0.526121,30.2078
4.15699,0.437728,29.6302
3.80004,0.380045,29.0595
3.47285,0.348012,28.4972
3.17481,0.337164,27.9441
2.90496,0.343623,27.401
2.66211,0.364083,26.8681
2.44487,0.395764,26.3456
2.25178,0.436373,25.8336
2.08128,0.484049,25.3319
1.93182,0.53732,24.8404
1.80187,0.59505,24.359
1.68997,0.656395,23.8875
1.59471,0.720764,23.4256
1.51476,0.787782,22.9734
1.44892,0.857254,22.5305
1.39608,0.929144,22.0969
1.35522,1.00354,21.6725
1.32546,1.08066,21.2572
1.30602,1.16079,20.8509
1.29621,1.24432,20.4535
1.29547,1.3317,20.065
1.30332,1.42346,19.6854
1.31939,1.52017,19.3147
1.34339,1.62246,18.9529
1.37515,1.73103,18.6002
1.41455,1.84662,18.2566
1.46157,1.97003,17.9222
1.51627,2.1021,17.5973
1.5788,2.24377,17.2822
1.64935,2.39599,16.977
1.72823,2.55982,16.6823
1.8158,2.73637,16.3984
1.91251,2.92683,16.1259
2.01885,3.13245,15.8655
2.13544,3.35459,15.6181
2.26292,3.59467,15.3844
2.40204,3.85417,15.1658
2.55363,4.13468,14.9634
2.71856,4.43784,14.779
2.89782,4.76534,14.6142
3.09243,5.11891,14.4714
3.30349,5.50027,14.3529
3.53218,5.91112,14.2617
3.77969,6.35308,14.2012
4.04727,6.82761,14.1753
4.33617,7.33593,14.1885
4.64763,7.8789,14.2458
4.9828,8.45687,14.353
5.34277,9.06952,14.5167
5.72842,9.71566,14.744
6.14038,10.3929,15.0428
6.57895,11.0975,15.4215
7.04394,11.8238,15.8891
7.53455,12.5642,16.4547
8.04921,13.3085,17.1272
8.58538,14.0436,17.9146
9.13941,14.7535,18.8239
9.70628,15.4189,19.8595
10.2795,16.0175,21.0224
10.8509,16.5243,22.3096
11.4106,16.9128,23.7121
11.9472,17.1557,25.2145
12.4478,17.2271,26.7939
12.8983,17.1048,28.4202
13.2842,16.7724,30.0562
13.5913,16.222,31.6592
13.8062,15.4559,33.1839
13.9179,14.488,34.5849
13.9181,13.3434,35.8205
13.8021,12.0574,36.8564
13.5697,10.6727,37.6684
13.2247,9.23586,38.2441
12.7753,7.79368,38.5834
12.2328,6.38936,38.6975
11.6117,5.05963,38.6068
10.9279,3.83288,38.338
10.1983,2.72844,37.9214
9.43938,1.75682,37.3878
8.66678,0.920761,36.7669
7.89457,0.216729,36.085
7.13492,-0.363452,35.3645
6.3979,-0.831016,34.6239
5.69144,-1.19888,33.8773
5.02149,-1.48056,33.1353
4.39211,-1.68934,32.4052
3.80577,-1.83774,31.6919
3.26356,-1.9372,30.9983
2.76544,-1.99788,30.3258
2.31046,-2.02862,29.6748
1.89698,-2.03702,29.0449
1.52287,-2.02947,28.4354
1.18564,-2.0113,27.8453
0.882556,-1.98689,27.2735
0.610793,-1.9598,26.719
0.367482,-1.9329,26.1805
0.149782,-1.90844,25.6572
-0.0450659,-1.88823,25.1482
-0.219712,-1.87365,24.6528
-0.376667,-1.86578,24.1701
-0.518295,-1.86543,23.6998
-0.646802,-1.87323,23.2413
-0.764237,-1.88966,22.7943
-0.872493,-1.91512,22.3584
-0.97332,-1.94991,21.9333
-1.06832,-1.99431,21.5189
-1.15899,-2.04859,21.1151
-1.24668,-2.11302,20.7218
-1.33266,-2.1879,20.3389
-1.41811,-2.27357,19.9666
-1.50411,-2.37041,19.6048
-1.5917,-2.47887,19.2538
-1.68186,-2.59945,18.9136
-1.77552,-2.73273,18.5847
-1.8736,-2.87936,18.2674
-1.97697,-3.0401,17.9621
-2.08651,-3.21574,17.6693
-2.20311,-3.4072,17.3898
-2.32763,-3.61545,17.1242
-2.46097,-3.84155,16.8734
-2.60405,-4.08665,16.6387
-2.75781,-4.35194,16.4212
-2.92321,-4.63868,16.2224
-3.10124,-4.94817,16.0441
-3.29294,-5.28172,15.8883
-3.49935,-5.64063,15.7573
-3.72155,-6.02614,15.6537
-3.96063,-6.43941,15.5807
-4.21767,-6.88141,15.5418
-4.49373,-7.35286,15.5409
-4.78982,-7.85416,15.5826
-5.10689,-8.3852,15.6718
-5.44573,-8.94527,15.8141
-5.80697,-9.53285,16.0156
-6.19098,-10.1454,16.2829
-6.59781,-10.7793,16.6229
-7.02706,-11.4291,17.0428
-7.4778,-12.088,17.5498
-7.94844,-12.7469,18.1508
-8.43654,-13.3946,18.852
-8.93876,-14.0176,19.6582
-9.45064,-14.5999,20.5722
-9.96651,-15.1231,21.5944
-10.4794,-15.5673,22.7212
-10.9811,-15.9109,23.9448
-11.462,-16.1325,25.2525
-11.9115,-16.2116,26.6259
-12.3181,-16.1304,28.0406
-12.67,-15.8755,29.4676
-12.9554,-15.4398,30.873
-13.1634,-14.8238,32.2209
-13.2846,-14.0366,33.4749
-13.3118,-13.0958,34.6006
-13.2404,-12.0271,35.5686
-13.0693,-10.8625,36.3566
-12.8004,-9.63796,36.9505
-12.4391,-8.39069,37.3459
-11.9939,-7.15648,37.547
-11.4756,-5.96726,37.5659
-10.8967,-4.84938,37.4208
-10.2707,-3.82262,37.1337
-9.61163,-2.89994,36.7288
-8.93276,-2.08786,36.2299
-8.24662,-1.38737,35.6598
-7.56438,-0.794984,35.0386
-6.89567,-0.303928,34.3837
-6.2484,0.0947395,33.7094
-5.62885,0.411172,33.0268
-5.0417,0.655956,32.3445
-4.49017,0.839533,31.6686
-3.97622,0.971794,31.0035
-3.50069,1.06183,30.3519
-3.06357,1.11777,29.7154
-2.66407,1.1468,29.0949
-2.30087,1.15508,28.4905
-1.97224,1.14788,27.902
-1.67613,1.1296,27.329
-1.41033,1.10389,26.7708
-1.17251,1.07374,26.2268
-0.960296,1.04155,25.6963
-0.771365,1.00923,25.1787
-0.603432,0.978277,24.6734
-0.454312,0.949849,24.1798
-0.32193,0.924819,23.6974
-0.204335,0.903834,23.2258
-0.0997134,0.887363,22.7646
-0.00638274,0.875737,22.3134
0.0772039,0.869185,21.8718
0.152465,0.867858,21.4397
0.220694,0.87186,21.0168
0.283072,0.881265,20.6028
0.340673,0.896133,20.1976
0.394475,0.916526,19.801
0.445367,0.942517,19.4128
0.494164,0.974201,19.0328
0.541613,1.01171,18.661
0.588403,1.05519,18.2973
0.635176,1.10486,17.9415
0.682534,1.16096,17.5937
0.731048,1.2238,17.2536
0.781265,1.29374,16.9214
0.833718,1.37118,16.597
0.888932,1.45662,16.2804
0.947431,1.55061,15.9717
1.00974,1.65375,15.671
1.07642,1.76676,15.3783
1.148,1.89041,15.0939
1.2251,2.02558,14.818
1.30831,2.17322,14.5509
1.3983,2.3344,14.293
1.49577,2.51027,14.0447
1.60146,2.70212,13.8065
1.71618,2.91132,13.5792
1.84079,3.13939,13.3636
1.97622,3.38795,13.1606
2.12348,3.65875,12.9715
2.28365,3.95367,12.7976
2.45789,4.27469,12.6408
2.64744,4.62391,12.5029
2.85364,5.00351,12.3864
3.0779,5.41571,12.294
3.32171,5.86277,12.2292
3.58664,6.3469,12.1957
3.87431,6.87018,12.1983
4.18637,7.43448,12.2421
4.52448,8.04128,12.3332
4.89026,8.69153,12.4789
5.28522,9.38539,12.687
5.7107,10.122,12.9667
6.16776,10.8989,13.3279
6.65707,11.7121,13.7818
7.1787,12.5551,14.3401
7.73198,13.4186,15.0149
8.31528,14.2899,15.8185
8.92572,15.1524,16.7622
9.55888,15.9852,17.8557
10.2086,16.7628,19.1056
10.8666,17.4553,20.5137
11.5224,18.029,22.0759
12.1633,18.4476,23.7798
12.7739,18.6746,25.6033
13.3374,18.6757,27.5139
13.8353,18.4227,29.4684
14.2486,17.8968,31.414
14.559,17.0926,33.2914
14.7503,16.0204,35.0388
14.8094,14.7075,36.5973
14.728,13.1965,37.9161
14.5031,11.5427,38.9579
14.1379,9.80873,39.7019
13.6412,8.05878,40.1453
13.0269,6.3528,40.3019
12.3129,4.74175,40.1995
11.5198,3.26454,39.8752
10.6691,1.94684,39.371
9.78228,0.801571,38.7297
8.87932,-0.169386,37.9912
7.97807,-0.972782,37.1907
7.09374,-1.62145,36.357
6.23866,-2.13191,35.5129
5.42233,-2.52242,34.6752
4.65157,-2.81144,33.8555
3.93085,-3.01661,33.0613
3.26258,-3.15412,32.2968
2.64751,-3.23839,31.5639
2.08501,-3.28192,30.8626
1.57342,-3.29538,30.1921
1.11033,-3.2877,29.5506
0.692756,-3.26628,28.9364
0.317373,-3.23716,28.3472
-0.0193449,-3.20519,27.7813
-0.321002,-3.17429,27.2366
-0.591189,-3.14751,26.7117
-0.833416,-3.12727,26.205
-1.05106,-3.11543,25.7152
-1.24733,-3.11341,25.2415
-1.42525,-3.12229,24.783
-1.58765,-3.1429,24.339
-1.73714,-3.17586,23.9091
-1.87617,-3.22165,23.4929
-2.00695,-3.28066,23.0902
-2.13156,-3.35322,22.701
-2.25189,-3.4396,22.3252
-2.36966,-3.5401,21.9629
-2.48649,-3.65502,21.6145
-2.60384,-3.78466,21.2802
-2.72309,-3.92939,20.9606
-2.84551,-4.08959,20.656
-2.97229,-4.26569,20.3673
-3.10455,-4.45817,20.0952
-3.24336,-4.66752,19.8407
-3.38971,-4.89427,19.6047
-3.54458,-5.13897,19.3887
-3.70889,-5.40214,19.194
-3.88352,-5.6843,19.0222
-4.06932,-5.9859,18.8753
-4.2671,-6.30731,18.7551
-4.47761,-6.64878,18.6642
-4.70155,-7.01037,18.6049
-4.93957,-7.39191,18.5801
-5.19219,-7.79292,18.593
-5.45983,-8.21255,18.6468
-5.74279,-8.64947,18.7451
-6.04117,-9.1018,18.8917
-6.35484,-9.56695,19.0905
-6.68341,-10.0416,19.3453
-7.02617,-10.5214,19.6602
-7.38202,-11.0011,20.0386
-7.7494,-11.4745,20.4838
-8.12625,-11.9339,20.9983
-8.50994,-12.3707,21.5838
-8.8972,-12.7751,22.2403
-9.28409,-13.1363,22.9666
-9.666,-13.443,23.7593
-10.0376,-13.6833,24.6127
-10.3931,-13.8456,25.5186
-10.7259,-13.9188,26.4658
-11.0293,-13.8934,27.4407
-11.2964,-13.7622,28.4271
-11.5203,-13.5208,29.4065
-11.6944,-13.1681,30.3594
-11.8132,-12.7073,31.2653
-11.8719,-12.1456,32.1046
-11.8671,-11.4942,32.8593
-11.797,-10.7678,33.5137
-11.6615,-9.98413,34.0559
-11.4624,-9.16235,34.4781
-11.2029,-8.32242,34.7768
-10.8882,-7.48378,34.9527
-10.5243,-6.66432,35.0105
-10.1187,-5.87961,34.9581
-9.67923,-5.14229,34.8058
-9.21409,-4.46189,34.5655
-8.73148,-3.84476,34.2497
-8.23929,-3.29428,33.8711
-7.74481,-2.81129,33.4416
-7.25464,-2.39443,32.9724
-6.77454,-2.04072,32.4732
-6.30935,-1.74599,31.9525
-5.86304,-1.50531,31.4175
-5.43869,-1.31333,30.8741
-5.0386,-1.16461,30.3268
-4.6643,-1.05382,29.7794
-4.31671,-0.975912,29.2348
-3.99618,-0.926217,28.6949
-3.70262,-0.900521,28.1614
-3.43555,-0.895088,27.6354
-3.19423,-0.906664,27.1177
-2.97769,-0.932466,26.6088
-2.78479,-0.970157,26.109
-2.61434,-1.01781,25.6185
-2.46506,-1.07386,25.1375
-2.33568,-1.1371,24.666
-2.22493,-1.2066,24.204
-2.13162,-1.28171,23.7515
-2.05458,-1.36198,23.3086
-1.99276,-1.4472,22.8751
