x,y,z
-10.5171,-16.3832,21.2537
-11.0999,-16.873,22.6139
-11.6678,-17.2318,24.0901
-12.2083,-17.4314,25.6641
-12.7076,-17.4453,27.3097
-13.1508,-17.2517,28.9929
-13.5227,-16.8357,30.6728
-13.8087,-16.1922,32.3033
-13.9954,-15.3275,33.8364
-14.072,-14.2603,35.2252
-14.0312,-13.0208,36.4282
-13.8696,-11.6495,37.4129
-13.5883,-10.1932,38.1583
-13.1932,-8.70154,38.6563
-12.6939,-7.2228,38.9117
-12.1039,-5.80007,38.9405
-11.4387,-4.46863,38.7675
-10.7157,-3.2544,38.4228
-9.95228,-2.17365,37.939
-9.16545,-1.23368,37.3483
-8.37087,-0.434145,36.6806
-7.58238,0.231157,35.9617
-6.8117,0.772579,35.2135
-6.06831,1.20299,34.4529
-5.35951,1.53646,33.693
-4.69055,1.78719,32.9431
-4.06483,1.96883,32.2093
-3.48419,2.09402,31.4956
-2.94916,2.17409,30.804
-2.45921,2.21901,30.1353
-2.01295,2.23737,29.4893
-1.60839,2.23644,28.8653
-1.24311,2.22232,28.2623
-0.914362,2.20003,27.6792
-0.619245,2.17368,27.1145
-0.35478,2.14658,26.5673
-0.117988,2.12136,26.0363
0.0940481,2.10013,25.5205
0.284146,2.0845,25.0191
0.45499,2.07575,24.5314
0.609115,2.07483,24.0566
0.748897,2.08251,23.5942
0.876546,2.09934,23.1439
0.994112,2.12579,22.7052
1.10349,2.16221,22.2778
1.20641,2.20893,21.8617
1.3045,2.26624,21.4566
1.39923,2.33442,21.0626
1.49198,2.4138,20.6795
1.58401,2.50471,20.3074
1.6765,2.60755,19.9466
1.77057,2.72275,19.5971
1.86728,2.85083,19.2592
1.96761,2.99237,18.9333
2.07254,3.14801,18.6198
2.18301,3.31848,18.3192
2.29994,3.50459,18.0321
2.42425,3.7072,17.7594
2.55684,3.92729,17.5018
2.69865,4.16585,17.2605
2.8506,4.42398,17.0367
3.01364,4.70279,16.8318
3.18875,5.00345,16.6475
3.37691,5.32712,16.4857
3.57913,5.67494,16.3486
3.79641,6.048,16.2389
4.02979,6.44729,16.1593
4.28025,6.8736,16.1133
4.54877,7.32752,16.1045
4.83629,7.80926,16.1372
5.14363,8.31861,16.216
5.4715,8.85475,16.3461
5.82042,9.41613,16.5331
6.19069,10.0003,16.783
6.58226,10.6035,17.1021
6.99472,11.2209,17.497
7.4271,11.846,17.9741
7.87785,12.4702,18.5396
8.34466,13.0833,19.1989
8.82436,13.6728,19.9563
9.3128,14.2242,20.8142
9.80472,14.7209,21.7726
10.2937,15.1447,22.8283
10.7722,15.4762,23.9743
11.2314,15.696,25.199
11.6617,15.7856,26.4858
12.0526,15.7286,27.8133
12.3933,15.5127,29.1552
12.673,15.1307,30.4816
12.8816,14.5821,31.7599
13.0104,13.874,32.9571
13.0524,13.0209,34.0417
13.0031,12.0448,34.9861
12.8607,10.9733,35.7685
12.6265,9.83817,36.3744
12.3049,8.67293,36.7972
11.9029,7.51033,37.0387
11.4299,6.38033,37.1076
10.8969,5.30836,37.0186
10.3163,4.31429,36.7905
9.70076,3.41199,36.4444
9.06268,2.60948,36.0019
8.41391,1.90958,35.484
7.76519,1.31076,34.9099
7.12592,0.808159,34.2963
6.50402,0.394557,33.6575
5.90591,0.0612938,33.0047
5.33651,-0.200994,32.3471
4.79938,-0.401785,31.6913
4.29686,-0.55025,31.0422
3.83022,-0.654959,30.4032
3.39981,-0.72371,29.7765
3.00528,-0.763448,29.1633
2.64567,-0.780239,28.5642
2.31957,-0.779298,27.9794
2.02528,-0.765044,27.4088
1.76083,-0.741166,26.8519
1.52417,-0.710703,26.3084
1.31314,-0.676123,25.7778
1.12561,-0.639402,25.2594
0.959448,-0.602093,24.7528
0.812632,-0.565397,24.2576
0.683212,-0.53022,23.7732
0.569355,-0.497223,23.2993
0.469347,-0.466875,22.8354
0.381603,-0.439488,22.3814
0.304665,-0.41525,21.9367
0.237197,-0.394257,21.5013
0.17799,-0.376534,21.0747
0.125946,-0.362059,20.6569
0.0800772,-0.350774,20.2475
0.0394963,-0.3426,19.8463
0.00340783,-0.337451,19.4533
-0.0288991,-0.33524,19.0681
-0.05806,-0.335883,18.6907
-0.0846422,-0.339311,18.3208
-0.109153,-0.345467,17.9584
-0.132048,-0.354314,17.6032
-0.153736,-0.365837,17.2552
-0.174586,-0.380041,16.9141
-0.194934,-0.39696,16.5799
-0.215089,-0.416649,16.2524
-0.235338,-0.439196,15.9315
-0.255948,-0.464712,15.6172
-0.277174,-0.493342,15.3092
-0.299262,-0.52526,15.0075
-0.322453,-0.560675,14.712
-0.346986,-0.599828,14.4226
-0.373103,-0.643001,14.1392
-0.401049,-0.690511,13.8618
-0.431082,-0.742721,13.5903
-0.463469,-0.800036,13.3246
-0.498493,-0.862912,13.0647
-0.536457,-0.931859,12.8106
-0.577686,-1.00744,12.5623
-0.62253,-1.09029,12.3198
-0.671371,-1.18111,12.0831
-0.724622,-1.28067,11.8523
-0.782737,-1.38982,11.6276
-0.84621,-1.50951,11.409
-0.915585,-1.64078,11.1969
-0.991457,-1.78479,10.9913
-1.07448,-1.94279,10.7927
-1.16537,-2.1162,10.6015
-1.26492,-2.30652,10.4182
-1.37399,-2.51544,10.2434
-1.49354,-2.7448,10.0778
-1.62461,-2.99659,9.92258
-1.76834,-3.273,9.77873
-1.92597,-3.57637,9.64771
-2.09889,-3.90927,9.53121
-2.28857,-4.27441,9.43132
-2.49662,-4.67469,9.35051
-2.72478,-5.11317,9.29181
-2.97494,-5.59301,9.2588
-3.24908,-6.11747,9.2558
-3.54934,-6.68976,9.28796
-3.87792,-7.31298,9.36138
-4.23712,-7.98995,9.4833
-4.62926,-8.72299,9.66219
-5.05662,-9.51365,9.90798
-5.52135,-10.3623,10.2321
-6.02539,-11.2677,10.6476
-6.57024,-12.2265,11.1692
-7.15681,-13.2321,11.8131
-7.78515,-14.2747,12.5966
-8.4541,-15.3392,13.5378
-9.16096,-16.4053,14.6544
-9.90103,-17.4461,15.9623
-10.6671,-18.4275,17.4739
-11.4492,-19.3083,19.1956
-12.2339,-20.0405,21.1247
-13.0043,-20.5716,23.2469
-13.74,-20.8474,25.5328
-14.4175,-20.8167,27.9362
-15.011,-20.4376,30.394
-15.494,-19.6838,32.828
-15.8408,-18.5505,35.15
-16.0292,-17.0592,37.2694
-16.0423,-15.2581,39.1024
-15.8706,-13.2193,40.582
-15.5133,-11.0316,41.6654
-14.9784,-8.7909,42.3382
-14.2825,-6.58982,42.6144
-13.4485,-4.50839,42.532
-12.5042,-2.60791,42.1461
-11.4794,-0.928223,41.5203
-10.4037,0.511597,40.7195
-9.30512,1.71026,39.8038
-8.20822,2.67994,38.8245
-7.13367,3.44176,37.8228
-6.0979,4.02167,36.8291
-5.11319,4.44733,35.8648
-4.18804,4.74574,34.943
-3.32768,4.94186,34.0711
-2.53456,5.05783,33.2516
-1.80897,5.11276,32.4841
-1.1495,5.12268,31.7662
-0.553476,5.10088,31.0944
-0.0173321,5.05814,30.4646
0.46307,5.00314,29.8727
0.892213,4.94276,29.3147
1.27473,4.88241,28.7871
1.61529,4.82627,28.2867
1.91842,4.77755,27.8108
2.18854,4.73867,27.3569
2.4298,4.71143,26.9233
2.64613,4.69712,26.5085
2.84117,4.69667,26.1112
3.0183,4.71068,25.7307
3.18063,4.73954,25.3662
3.33099,4.78348,25.0174
3.47195,4.84259,24.6842
3.60586,4.91687,24.3664
3.73482,5.00627,24.0642
3.86075,5.1107,23.7778
3.98535,5.23003,23.5078
4.11017,5.36411,23.2546
4.23657,5.51278,23.0188
4.36579,5.67585,22.8012
4.49893,5.85312,22.6027
4.63693,6.04434,22.4241
4.78067,6.24923,22.2666
4.93087,6.46742,22.1314
5.08817,6.69847,22.0196
5.25309,6.94183,21.9327
5.42604,7.19682,21.8721
5.60733,7.46258,21.8393
5.79713,7.73808,21.836
5.99551,8.02203,21.8636
6.20238,8.31289,21.9239
6.41751,8.60883,22.0184
6.64048,8.90768,22.1486
6.87072,9.2069,22.3159
7.10742,9.50358,22.5215
7.34957,9.79442,22.7662
7.59593,10.0757,23.0506
7.84499,10.3434,23.3748
8.09498,10.593,23.7382
8.34387,10.8199,24.1398
8.58938,11.0192,24.5774
8.82894,11.1858,25.0485
9.05979,11.315,25.5493
9.27897,11.4021,26.0751
9.48337,11.4429,26.6203
9.66981,11.4339,27.1783
9.83514,11.3724,27.7418
9.97627,11.2569,28.3028
10.0903,11.087,28.8529
10.1748,10.8636,29.3833
10.2275,10.5892,29.8854
10.2467,10.2677,30.3512
10.2314,9.90394,30.7732
10.1812,9.50434,31.145
10.0962,9.07596,31.4612
9.97754,8.62656,31.7181
9.82668,8.16417,31.9134
9.64587,7.69681,32.0461
9.43787,7.23216,32.1168
9.20586,6.77734,32.1274
8.95338,6.33865,32.0807
8.68419,5.92147,31.9806
8.40213,5.53013,31.8315
8.11106,5.16794,31.6383
7.81473,4.83717,31.406
7.5167,4.53916,31.1397
7.22028,4.27442,30.8444
6.92848,4.04275,30.5247
6.64397,3.84338,30.185
6.36907,3.67507,29.8293
6.10577,3.5363,29.4611
5.85567,3.42532,29.0837
5.62008,3.34025,28.6998
5.39999,3.27923,28.3119
5.19612,3.24038,27.9221
5.00896,3.22194,27.5323
4.83878,3.22226,27.1441
4.68567,3.23985,26.7588
4.54958,3.27336,26.3777
4.43035,3.32164,26.0019
4.32774,3.38367,25.6323
4.24143,3.45865,25.2698
4.17106,3.54591,24.9152
4.11627,3.64493,24.5692
4.07667,3.75535,24.2327
4.05188,3.87692,23.9063
4.04156,4.00953,23.5909
4.04537,4.15313,23.2871
4.06302,4.30781,22.9957
4.09425,4.47369,22.7176
4.13884,4.65096,22.4536
4.19662,4.83986,22.2047
4.26745,5.04066,21.972
4.35124,5.25363,21.7565
4.44791,5.47902,21.5593
4.55745,5.71706,21.3819
4.67984,5.96795,21.2257
4.81508,6.23178,21.092
4.96318,6.50854,20.9827
5.12415,6.7981,20.8994
5.29796,7.10013,20.844
5.48456,7.41412,20.8186
5.68382,7.73928,20.8253
5.89557,8.07452,20.8661
6.11949,8.41841,20.9435
6.35518,8.76911,21.0595
6.60206,9.12435,21.2164
6.85935,9.48133,21.4163
7.12609,9.83672,21.661
7.40102,10.1866,21.9522
7.68265,10.5266,22.2911
7.96915,10.8515,22.6781
8.25835,11.1558,23.1133
8.54775,11.4334,23.5957
8.83447,11.6779,24.1233
9.1153,11.8826,24.6929
9.3867,12.041,25.3001
9.64484,12.1466,25.9392
9.88568,12.1938,26.603
10.1051,12.1775,27.2829
10.2988,12.0941,27.9693
10.4628,11.9415,28.6516
10.5933,11.7191,29.3183
10.6869,11.4287,29.9579
10.7408,11.0736,30.559
10.7529,10.6597,31.1109
10.7219,10.1942,31.604
10.6474,9.68617,32.0304
10.53,9.14574,32.3837
10.3712,8.58371,32.6601
10.1735,8.0111,32.8575
9.93994,7.43861,32.9762
9.67459,6.87623,33.0183
9.38182,6.33285,32.9875
9.06643,5.81601,32.8889
8.73341,5.33179,32.7287
8.38777,4.88468,32.5134
8.03439,4.47772,32.2499
7.67793,4.11256,31.9451
7.32269,3.78963,31.6057
6.97254,3.50835,31.2379
6.63091,3.26736,30.8473
6.30073,3.06467,30.4389
5.98443,2.89788,30.0173
5.684,2.76436,29.5862
5.40094,2.66135,29.1491
5.13639,2.5861,28.7086
4.89108,2.53597,28.2671
4.66546,2.50845,27.8266
4.45969,2.50125,27.3886
4.27372,2.51231,26.9545
4.10731,2.5398,26.5255
3.96008,2.58216,26.1024
3.83155,2.63805,25.6862
3.72118,2.70638,25.2774
3.62839,2.78629,24.8767
3.55256,2.87712,24.4847
3.4931,2.97839,24.1019
3.44943,3.08981,23.7289
3.421,3.21123,23.3661
3.40732,3.34266,23.0141
3.40793,3.48421,22.6735
3.42246,3.63611,22.3449
3.45057,3.7987,22.0288
3.49201,3.97237,21.7261
3.54659,4.15759,21.4375
3.61418,4.35489,21.1638
3.69472,4.56483,20.9061
3.78821,4.78799,20.6653
3.8947,5.02497,20.4426
4.01431,5.27636,20.2394
4.14717,5.54269,20.0572
4.29348,5.82446,19.8974
4.45344,6.12208,19.762
4.62728,6.43584,19.6529
4.81522,6.76586,19.5723
5.01747,7.11208,19.5224
5.23419,7.47418,19.506
5.46549,7.85152,19.5256
5.71138,8.24308,19.5842
5.97177,8.64741,19.6848
6.2464,9.0625,19.8306
6.53481,9.48576,20.0248
6.83631,9.91389,20.2704
7.14994,10.3428,20.5704
7.47439,10.7677,20.9274
7.80797,11.1827,21.3436
8.14855,11.5811,21.8203
8.49353,11.9555,22.3581
8.83982,12.2975,22.9564
9.18377,12.5982,23.6131
9.52122,12.8482,24.3243
9.84752,13.038,25.0845
10.1576,13.1587,25.8859
10.4459,13.2018,26.7186
10.7068,13.1603,27.5709
10.9347,13.0291,28.429
11.1239,12.8054,29.2779
11.2693,12.4892,30.1014
11.3665,12.0835,30.8833
11.4117,11.5946,31.6079
11.4024,11.0317,32.2608
11.3373,10.4067,32.8296
11.2165,9.73343,33.3046
11.0414,9.02727,33.6792
10.8149,8.30402,33.9503
10.5408,7.5792,34.1179
10.2244,6.86727,34.1849
9.87146,6.18106,34.157
9.48852,5.53127,34.0418
9.08229,4.92628,33.8482
8.65956,4.37205,33.586
8.22693,3.87225,33.2653
7.79062,3.42848,32.8957
7.3563,3.04055,32.4866
6.92904,2.70683,32.0462
6.5132,2.42463,31.5822
6.11243,2.19046,31.1008
5.72967,2.00039,30.6076
5.36722,1.85024,30.1071
5.02673,1.73581,29.603
4.70932,1.65304,29.0983
4.41561,1.59807,28.5955
4.14582,1.56737,28.0962
3.89983,1.55774,27.602
3.67724,1.56638,27.1139
3.47743,1.59083,26.6329
3.29964,1.62901,26.1594
3.143,1.67919,25.6941
3.00656,1.73995,25.2373
2.88935,1.81018,24.7894
2.7904,1.88904,24.3505
2.70877,1.97591,23.9208
2.64354,2.07041,23.5007
2.59387,2.17235,23.0903
2.55899,2.28168,22.6899
2.53819,2.39855,22.2996
2.53087,2.52319,21.9198
2.5365,2.65599,21.5506
2.55464,2.79742,21.1926
2.58495,2.94806,20.846
2.62719,3.10855,20.5113
2.68119,3.27962,20.1891
2.74687,3.46208,19.8798
2.82425,3.65678,19.5843
2.91342,3.86462,19.3033
3.01456,4.08655,19.0377
3.12791,4.32357,18.7886
3.25381,4.57667,18.5571
3.39263,4.84688,18.3446
3.54482,5.13521,18.1527
3.71088,5.44263,17.9832
3.89135,5.77008,17.838
4.08682,6.11837,17.7195
4.29786,6.4882,17.6302
4.52508,6.88009,17.573
4.76905,7.29429,17.5511
5.0303,7.73075,17.568
5.30927,8.18896,17.6275
5.60632,8.66794,17.7339
5.92163,9.16604,17.8916
6.25516,9.68084,18.1054
6.60661,10.209,18.3801
6.97536,10.7461,18.7207
7.36033,11.2865,19.132
7.75998,11.8232,19.6183
8.17216,12.3478,20.1833
8.59405,12.8503,20.8298
9.02208,13.3192,21.559
9.45186,13.7416,22.3702
9.87814,14.1038,23.2604
10.2948,14.391,24.2237
10.6949,14.5887,25.2509
11.0709,14.6828,26.3293
11.4145,14.6612,27.4427
11.7174,14.5142,28.5716
11.9711,14.2357,29.6934
12.1678,13.8244,30.7838
12.3003,13.2839,31.8179
12.3628,12.6234,32.7712
12.3513,11.8574,33.6214
12.2637,11.0046,34.3499
12.0999,10.0877,34.9428
11.8624,9.1311,35.3915
11.5555,8.15973,35.6935
11.1856,7.19752,35.8514
10.7607,6.26599,35.8728
10.2899,5.38325,35.7693
9.78274,4.56343,35.555
9.24931,3.81643,35.2453
8.69934,3.14813,34.8564
8.14202,2.56073,34.4038
7.58572,2.05338,33.9018
7.03783,1.62285,33.3632
6.50463,1.26412,32.7991
5.99126,0.97106,32.2185
5.50176,0.736906,31.6289
5.03912,0.554697,31.0361
4.60541,0.417589,30.4446
4.20184,0.319084,29.8577
3.82892,0.253182,29.2778
3.48658,0.214465,28.7065
3.17424,0.198136,28.1448
2.89099,0.200023,27.5934
2.63561,0.216552,27.0527
2.40669,0.244713,26.5227
2.20269,0.282013,26.0035
2.02201,0.32642,25.495
1.86303,0.376312,24.9969
1.72414,0.430426,24.509
1.60378,0.487811,24.0313
1.50046,0.547781,23.5634
1.41279,0.609877,23.1051
1.33946,0.673832,22.6563
1.27929,0.739542,22.2169
1.23117,0.807038,21.7865
1.19415,0.876464,21.3652
1.16737,0.948062,20.9528
1.15006,1.02216,20.5492
1.14159,1.09914,20.1543
1.14141,1.17946,19.7681
1.14907,1.26365,19.3905
1.16422,1.35224,19.0215
1.1866,1.44587,18.6612
1.21603,1.54518,18.3094
1.25241,1.65089,17.9664
1.29573,1.76375,17.6322
1.34605,1.88457,17.3069
1.40349,2.01423,16.9907
1.46828,2.15364,16.6839
1.54067,2.3038,16.3867
1.62103,2.46578,16.0995
1.70977,2.6407,15.8228
1.80739,2.82979,15.5571
1.91445,3.03433,15.3031
2.03159,3.25573,15.0614
2.15953,3.49544,14.8332
2.29905,3.75504,14.6195
2.45103,4.03615,14.4216
2.6164,4.34052,14.241
2.79621,4.66993,14.0797
2.99153,5.02622,13.9398
3.20355,5.41126,13.8238
3.43349,5.82689,13.7346
3.68266,6.2749,13.6758
3.95239,6.75694,13.6512
4.24402,7.27443,13.6655
4.55891,7.82846,13.7239
4.89835,8.41963,13.8324
5.26355,9.04787,13.9978
5.65553,9.7122,14.2276
6.0751,10.4105,14.5302
6.52269,11.1391,14.9144
6.99828,11.8926,15.39
7.50122,12.6632,15.9667
8.03005,13.4407,16.6543
8.58235,14.2116,17.462
9.15446,14.9591,18.3975
9.74134,15.6632,19.4663
10.3363,16.3,20.6704
10.931,16.8431,22.0073
11.515,17.2635,23.4684
12.0763,17.5316,25.0378
12.6012,17.6192,26.6919
13.0748,17.5016,28.3986
13.4814,17.1602,30.1181
13.8055,16.5859,31.8046
14.033,15.7808,33.4087
14.1515,14.7594,34.8812
14.1521,13.5491,36.1768
14.03,12.1884,37.2584
13.7845,10.724,38.1
13.4201,9.20674,38.689
12.9454,7.68744,39.026
12.3732,6.21275,39.1245
11.7189,4.82187,39.0076
10.9998,3.54465,38.7051
10.2339,2.40081,38.2505
9.43894,1.40044,37.6775
8.63146,0.545223,37.0179
7.82629,-0.169788,36.2996
7.0361,-0.75435,35.5464
6.27128,-1.22126,34.7771
5.53992,-1.58487,34.0062
4.84796,-1.85993,33.2442
4.19937,-2.06077,32.498
3.59643,-2.20074,31.7723
3.04001,-2.29188,31.0694
2.52978,-2.34482,30.3903
2.06455,-2.36875,29.735
1.64239,-2.37147,29.1028
1.26091,-2.35952,28.4926
0.917351,-2.33833,27.9031
0.608768,-2.3123,27.3331
0.332114,-2.28503,26.7812
0.0843245,-2.25935,26.2463
-0.137612,-2.23755,25.7272
-0.336614,-2.22138,25.2231
-0.51547,-2.21222,24.733
-0.676816,-2.21112,24.2563
-0.823127,-2.21891,23.7925
-0.956711,-2.23619,23.341
-1.07971,-2.26347,22.9015
-1.1941,-2.30114,22.4738
-1.3017,-2.34953,22.0575
-1.4042,-2.40896,21.6526
-1.50315,-2.47972,21.259
-1.59997,-2.56213,20.8768
-1.696,-2.65653,20.506
-1.79248,-2.76333,20.1467
-1.89055,-2.88296,19.7993
-1.99131,-3.01593,19.4639
-2.09581,-3.16281,19.141
-2.20504,-3.32424,18.831
-2.31997,-3.50093,18.5345
-2.44155,-3.69368,18.2523
-2.57071,-3.90335,17.9851
-2.70838,-4.13084,17.7339
-2.85551,-4.37715,17.4999
-3.01303,-4.64331,17.2844
-3.18189,-4.93037,17.0889
-3.36305,-5.23942,16.9152
-3.55748,-5.5715,16.7654
-3.76618,-5.92765,16.6419
-3.9901,-6.30877,16.5472
-4.23023,-6.71566,16.4845
-4.4875,-7.14887,16.4572
-4.76279,-7.60868,16.4692
-5.05693,-8.09495,16.5247
-5.37061,-8.60705,16.6286
-5.70437,-9.14368,16.7859
-6.05854,-9.70271,17.0022
-6.43316,-10.281,17.2835
-6.82793,-10.8742,17.6357
-7.24209,-11.4767,18.065
-7.67431,-12.081,18.5773
-8.12264,-12.678,19.1778
-8.58432,-13.2566,19.871
-9.05572,-13.8038,20.6596
-9.53222,-14.3047,21.5445
-10.0081,-14.7426,22.5238
-10.4767,-15.0999,23.5921
-10.93,-15.3581,24.7402
-11.3592,-15.4995,25.9544
-11.7547,-15.5078,27.2164
-12.1064,-15.3698,28.5033
-12.404,-15.0765,29.7882
-12.6377,-14.6246,31.0417
-12.7986,-14.0175,32.2326
-12.8793,-13.2655,33.3306
-12.8745,-12.3859,34.3077
-12.7811,-11.4023,35.1407
-12.5991,-10.3425,35.8122
-12.3311,-9.23738,36.3122
-11.9826,-8.11808,36.6382
-11.5612,-7.01429,36.7948
-11.0767,-5.95228,36.7928
-10.5402,-4.95369,36.6475
-9.96342,-4.03477,36.3777
-9.35841,-3.20627,36.0032
-8.73675,-2.47375,35.5442
-8.10924,-1.83823,35.0198
-7.48557,-1.29709,34.4469
-6.87411,-0.844951,33.8406
-6.28182,-0.474567,33.2132
-5.71428,-0.177598,32.5746
-5.17568,0.0547587,31.9327
-4.66899,0.231282,31.2933
-4.19608,0.360375,30.6606
-3.75786,0.449837,30.0374
-3.35446,0.506728,29.4258
-2.98535,0.537307,28.8267
-2.64951,0.547025,28.2407
-2.34552,0.540555,27.6681
-2.0717,0.521843,27.1086
-1.82617,0.494175,26.562
-1.60696,0.460247,26.0279
-1.41205,0.422236,25.5059
-1.23944,0.381876,24.9956
-1.08715,0.340516,24.4965
-0.95329,0.299184,24.0082
-0.836072,0.25864,23.5303
-0.733806,0.219419,23.0626
-0.644925,0.181882,22.6045
-0.567984,0.146238,22.1559
-0.501661,0.112586,21.7165
-0.444755,0.0809331,21.2861
-0.396181,0.0512166,20.8643
-0.354969,0.0233233,20.451
-0.320251,-0.00289836,20.046
-0.291259,-0.0276268,19.6491
-0.267314,-0.0510586,19.2602
-0.247823,-0.0734017,18.8789
-0.232269,-0.0948708,18.5053
-0.220205,-0.115683,18.1391
-0.211247,-0.136058,17.7802
-0.205068,-0.156213,17.4284
-0.201393,-0.176363,17.0837
-0.199993,-0.196726,16.7458
-0.200684,-0.217516,16.4146
-0.203317,-0.238948,16.09
-0.207778,-0.26124,15.7719
-0.213987,-0.284612,15.4602
-0.22189,-0.309291,15.1547
-0.231463,-0.335511,14.8553
-0.242704,-0.363514,14.562
-0.255636,-0.393557,14.2746
-0.270307,-0.42591,13.993
-0.286784,-0.460862,13.7171
-0.305156,-0.498722,13.4469
-0.325538,-0.539822,13.1823
-0.348062,-0.584525,12.9231
-0.372887,-0.633222,12.6694
-0.400194,-0.686341,12.421
-0.43019,-0.74435,12.178
-0.463108,-0.807762,11.9403
-0.499213,-0.877139,11.7079
-0.538797,-0.9531,11.4808
-0.582189,-1.03633,11.259
-0.629752,-1.12756,11.0425
-0.681893,-1.22764,10.8315
-0.73906,-1.33747,10.626
-0.801749,-1.45805,10.4263
-0.870513,-1.59049,10.2324
-0.945958,-1.73601,10.0448
-1.02876,-1.89594,9.86361
-1.11965,-2.07176,9.68939
-1.21947,-2.2651,9.52262
-1.3291,-2.47773,9.36397
-1.44954,-2.71161,9.21422
-1.58189,-2.96885,9.07437
-1.72735,-3.2518,8.94562
-1.88724,-3.56297,8.82942
-2.063,-3.90507,8.72758
-2.2562,-4.28105,8.64224
-2.46856,-4.69402,8.57602
-2.70194,-5.14728,8.5321
-2.95832,-5.64426,8.51428
-3.23986,-6.18848,8.52715
-3.54882,-6.78344,8.57619
-3.88759,-7.43253,8.66794
-4.25864,-8.13885,8.81017
-4.66447,-8.90494,9.01205
-5.10755,-9.73251,9.28428
-5.59021,-10.622,9.6393
-6.11454,-11.5721,10.0913
-6.68217,-12.5789,10.6564
-7.29406,-13.6353,11.3523
-7.95023,-14.7302,12.198
-8.64935,-15.8468,13.2131
-9.38836,-16.9624,14.417
-10.162,-18.0467,15.8266
-10.9621,-19.0615,17.455
-11.7775,-19.9606,19.3079
-12.5931,-20.6909,21.3808
-13.3901,-21.1941,23.6551
-14.1457,-21.4113,26.0955
-14.8341,-21.2881,28.6475
-15.4269,-20.7819,31.238
-15.8956,-19.8695,33.7783
-16.2132,-18.5532,36.1703
-16.357,-16.8649,38.316
-16.3108,-14.8662,40.1287
-16.0671,-12.643,41.5431
-15.6283,-10.2966,42.523
-15.0063,-7.93213,43.0646
-14.2216,-5.64676,43.1944
-13.3012,-3.52057,42.963
-12.2762,-1.61094,42.436
-11.179,0.0487967,41.6851
-10.0408,1.44726,40.7798
-8.89027,2.59079,39.7821
-7.75203,3.49823,38.7429
-6.64613,4.19602,37.7011
-5.588,4.71397,36.6846
-4.58875,5.0822,35.7115
-3.65564,5.32909,34.7921
-2.79266,5.48016,33.9309
-2.00114,5.55755,33.1284
-1.28039,5.57994,32.3823
-0.628108,5.56282,31.6888
-0.0409235,5.51878,31.0433
0.485308,5.45793,30.4409
0.955189,5.38829,29.8771
1.37356,5.31615,29.3474
1.74534,5.24638,28.848
2.07537,5.1827,28.3756
2.36834,5.12794,27.9273
2.62874,5.08418,27.5007
2.86079,5.05293,27.094
3.06843,5.03525,26.7056
3.25532,5.03185,26.3344
3.42481,5.04316,25.9796
3.57996,5.06942,25.6405
3.72358,5.11071,25.3168
3.85819,5.167,25.0084
3.98606,5.23817,24.7152
4.10925,5.32404,24.4375
4.2296,5.42439,24.1754
4.34873,5.53899,23.9295
4.46811,5.66755,23.7002
4.58902,5.80977,23.4882
4.71261,5.96534,23.2941
4.83988,6.13388,23.1189
4.97168,6.31499,22.9634
5.10877,6.50822,22.8287
5.25176,6.71302,22.7156
5.40117,6.92878,22.6255
5.55739,7.15475,22.5595
5.72071,7.39007,22.5188
5.8913,7.6337,22.5047
6.06919,7.88444,22.5185
6.2543,8.14087,22.5614
6.4464,8.40132,22.6347
6.64513,8.66389,22.7396
6.84995,8.92639,22.8769
7.06016,9.18635,23.0476
7.27486,9.44098,23.2523
7.49299,9.68723,23.4912
7.71325,9.92177,23.7643
7.93416,10.141,24.071
8.15401,10.3411,24.4102
8.37091,10.5183,24.7803
8.58276,10.6685,25.1791
8.78727,10.7879,25.6033
8.98205,10.8727,26.0495
9.16456,10.9198,26.5129
9.33223,10.9261,26.9886
9.48247,10.8894,27.4707
9.61279,10.8083,27.9528
9.72082,10.6823,28.4282
9.80441,10.5117,28.8901
9.86173,10.2982,29.3316
9.89128,10.0442,29.7459
9.89203,9.75327,30.1267
9.86343,9.42998,30.4686
9.80542,9.07955,30.7668
9.71851,8.70782,31.0175
9.60371,8.321,31.2179
9.46255,7.92544,31.3667
9.29702,7.5274,31.4632
9.10948,7.13287,31.5082
8.90264,6.74734,31.5031
8.67943,6.37571,31.4503
8.44294,6.02216,31.3529
8.19633,5.69011,31.2143
7.94274,5.38219,31.0384
7.68522,5.10031,30.8291
7.4267,4.84562,30.5905
7.16988,4.6187,30.3265
6.91725,4.41955,30.041
6.67104,4.24774,29.7375
6.43319,4.10247,29.4193
6.2054,3.98269,29.0895
5.98908,3.88716,28.7509
5.78537,3.81455,28.4059
5.59518,3.76345,28.0567
5.41921,3.73247,27.7054
5.25797,3.72029,27.3536
5.11176,3.72564,27.0029
4.98078,3.74735,26.6548
4.86508,3.78437,26.3104
4.76461,3.83577,25.971
4.67926,3.90076,25.6374
4.60884,3.97865,25.3108
4.55314,4.0689,24.992
4.51191,4.17106,24.682
4.48488,4.28479,24.3814
4.4718,4.40987,24.0913
4.47241,4.54613,23.8125
4.48647,4.6935,23.5458
4.51375,4.85194,23.2921
4.55404,5.02148,23.0524
4.60718,5.20216,22.8277
4.67299,5.39405,22.619
4.75135,5.5972,22.4274
4.84212,5.81165,22.2542
4.94522,6.03739,22.1005
5.06053,6.27435,21.9678
5.18795,6.52236,21.8573
