i,x,y,z
1712,-5.0464,2.31603,31.7711
1713,-4.33888,2.44718,30.8248
1714,-3.68927,2.5177,29.9153
1715,-3.09708,2.54282,29.0434
1716,-2.56052,2.53537,28.2084
1717,-2.07687,2.50597,27.4085
1718,-1.64274,2.46325,26.6418
1719,-1.25435,2.41413,25.906
1720,-0.907687,2.36404,25.1989
1721,-0.598646,2.31723,24.5184
1722,-0.323175,2.27695,23.8629
1723,-0.0773345,2.24566,23.2305
1724,0.142645,2.22518,22.62
1725,0.340322,2.21689,22.0301
1726,0.519028,2.22176,21.4599
1727,0.681861,2.24056,20.9084
1728,0.831682,2.27383,20.3751
1729,0.971133,2.32205,19.8594
1730,1.10264,2.38564,19.3609
1731,1.22845,2.465,18.8794
1732,1.35061,2.56058,18.4145
1733,1.47105,2.6729,17.9664
1734,1.59156,2.80254,17.535
1735,1.71379,2.95021,17.1205
1736,1.83936,3.11673,16.7232
1737,1.96977,3.30306,16.3434
1738,2.1065,3.51028,15.9819
1739,2.251,3.73961,15.6392
1740,2.4047,3.99245,15.3165
1741,2.56903,4.27029,15.0148
1742,2.74544,4.5748,14.7356
1743,2.9354,4.90774,14.4807
1744,3.14041,5.27097,14.2522
1745,3.36203,5.66645,14.0526
1746,3.60183,6.09613,13.8848
1747,3.86143,6.56197,13.7525
1748,4.14249,7.0658,13.6596
1749,4.44665,7.60925,13.6111
1750,4.77555,8.19362,13.6124
1751,5.13077,8.81971,13.6699
1752,5.5138,9.4876,13.7909
1753,5.92593,10.1964,13.9835
1754,6.36818,10.9439,14.2568
1755,6.84121,11.7263,14.6204
1756,7.34514,12.5377,15.085
1757,7.87939,13.3695,15.6613
1758,8.4425,14.2103,16.3601
1759,9.03188,15.0451,17.1913
1760,9.64357,15.8549,18.1634
1761,10.272,16.6168,19.2819
1762,10.9097,17.304,20.5485
1763,11.5473,17.886,21.9592
1764,12.1733,18.3302,23.503
1765,12.7739,18.6033,25.1604
1766,13.3337,18.6737,26.9026
1767,13.8361,18.5147,28.6911
1768,14.2637,18.1076,30.4789
1769,14.5994,17.4451,32.2126
1770,14.828,16.5332,33.8358
1771,14.9368,15.3933,35.2935
1772,14.9172,14.0606,36.5373
1773,14.7651,12.5824,37.5293
1774,14.482,11.0142,38.2461
1775,14.0746,9.41385,38.6797
1776,13.5544,7.83741,38.838
1777,12.9369,6.33393,38.7419
1778,12.2402,4.94258,38.4221
1779,11.484,3.69091,37.9155
1780,10.6881,2.59481,37.2606
1781,9.87144,1.65965,36.4949
1782,9.05116,0.882168,35.6524
1783,8.2422,0.252687,34.7619
1784,7.45694,-0.242671,33.847
1785,6.7051,-0.620077,32.9257
1786,5.99391,-0.896468,32.0115
1787,5.32831,-1.08842,31.1135
1788,4.71124,-1.21142,30.2376
1789,4.14395,-1.2794,29.3875
1790,3.62634,-1.3046,28.5646
1791,3.15722,-1.29745,27.7694
1792,2.73463,-1.26674,27.0014
1793,2.35603,-1.21967,26.2596
1794,2.01848,-1.16207,25.543
1795,1.71885,-1.0986,24.85
1796,1.45391,-1.03287,24.1794
1797,1.22043,-0.967645,23.53
1798,1.01526,-0.904995,22.9005
1799,0.835397,-0.846415,22.2899
1800,0.677982,-0.792945,21.6973
1801,0.54036,-0.745271,21.1217
1802,0.420072,-0.703804,20.5625
1803,0.314869,-0.668751,20.0189
1804,0.222699,-0.64017,19.4904
1805,0.141709,-0.61802,18.9764
1806,0.0702267,-0.602193,18.4764
1807,0.00675274,-0.59255,17.99
1808,-0.0500563,-0.588941,17.5167
1809,-0.101402,-0.591223,17.0562
1810,-0.148359,-0.599277,16.6082
1811,-0.191889,-0.613017,16.1721
1812,-0.232857,-0.632403,15.7479
1813,-0.272045,-0.657441,15.3351
1814,-0.310162,-0.688193,14.9335
1815,-0.347859,-0.724783,14.5428
1816,-0.385741,-0.767395,14.1629
1817,-0.424374,-0.816282,13.7933
1818,-0.464299,-0.871768,13.4341
1819,-0.50604,-0.934252,13.0849
1820,-0.550113,-1.00421,12.7456
1821,-0.597032,-1.0822,12.4161
1822,-0.647323,-1.16888,12.0963
1823,-0.701527,-1.26499,11.7861
1824,-0.760208,-1.37137,11.4855
1825,-0.823964,-1.48899,11.1944
1826,-0.893432,-1.61891,10.913
1827,-0.969297,-1.76235,10.6414
1828,-1.0523,-1.92065,10.3797
1829,-1.14325,-2.0953,10.1283
1830,-1.24302,-2.28796,9.88759
1831,-1.35257,-2.50046,9.65806
1832,-1.47296,-2.73483,9.44039
1833,-1.60535,-2.9933,9.23546
1834,-1.75099,-3.27829,9.04434
1835,-1.91129,-3.59248,8.8684
1836,-2.08776,-3.93877,8.70931
1837,-2.28207,-4.32028,8.56913
1838,-2.49603,-4.74037,8.4504
1839,-2.73162,-5.20262,8.35622
1840,-2.99097,-5.71078,8.29035
1841,-3.27638,-6.26873,8.25735
1842,-3.59028,-6.8804,8.26274
1843,-3.93528,-7.54963,8.31314
1844,-4.31407,-8.28001,8.41645
1845,-4.72939,-9.07464,8.58207
1846,-5.18402,-9.93579,8.82108
1847,-5.6806,-10.8645,9.14639
1848,-6.22154,-11.8599,9.57291
1849,-6.80883,-12.9185,10.1175
1850,-7.44378,-14.0337,10.7991
1851,-8.12673,-15.194,11.6378
1852,-8.85662,-16.3825,12.655
1853,-9.63058,-17.5752,13.8715
1854,-10.4433,-18.7402,15.3061
1855,-11.2867,-19.8366,16.9731
1856,-12.1488,-20.8145,18.8793
1857,-13.0138,-21.6159,21.0198
1858,-13.8617,-22.1772,23.3747
1859,-14.6681,-22.4334,25.905
1860,-15.4049,-22.3248,28.5505
1861,-16.0417,-21.8048,31.2302
1862,-16.5473,-20.8485,33.8455
1863,-16.8928,-19.4602,36.288
1864,-17.0538,-17.6775,38.4504
1865,-17.0134,-15.5709,40.2389
1866,-16.7646,-13.2375,41.585
1867,-16.311,-10.7901,42.4539
1868,-15.6669,-8.3439,42.8471
1869,-14.8556,-6.00288,42.7996
1870,-13.9072,-3.85029,42.3712
1871,-12.8558,-1.94297,41.6371
1872,-11.7362,-0.310806,40.6764
1873,-10.5813,1.04014,39.5643
1874,-9.42102,2.12232,38.3658
1875,-8.28016,2.96063,37.1334
1876,-7.17862,3.5869,35.906
1877,-6.13117,4.03546,34.7106
1878,-5.14794,4.33994,33.5641
1879,-4.23501,4.53129,32.4756
1880,-3.3951,4.63683,31.4487
1881,-2.62827,4.67981,30.483
1882,-1.93255,4.67957,29.5758
1883,-1.3045,4.65181,28.7233
1884,-0.739673,4.60911,27.921
1885,-0.232972,4.56136,27.1645
1886,0.221039,4.51623,26.4497
1887,0.62792,4.47959,25.7727
1888,0.99319,4.45588,25.1304
1889,1.32221,4.44842,24.5201
1890,1.62009,4.45963,23.9396
1891,1.89167,4.49129,23.3873
1892,2.14146,4.54467,22.8619
1893,2.37365,4.62072,22.3624
1894,2.59211,4.72009,21.8885
1895,2.80038,4.8433,21.4397
1896,3.00173,4.99077,21.0163
1897,3.19914,5.16286,20.6187
1898,3.39535,5.35991,20.2473
1899,3.59285,5.58224,19.9031
1900,3.79396,5.83019,19.5873
1901,4.00077,6.10409,19.3014
1902,4.21524,6.40423,19.047
1903,4.43914,6.73085,18.8262
1904,4.6741,7.08412,18.6413
1905,4.92161,7.46401,18.4952
1906,5.183,7.8703,18.3907
1907,5.45943,8.30246,18.3314
1908,5.7519,8.75957,18.3209
1909,6.06119,9.24016,18.3633
1910,6.38783,9.74213,18.4631
1911,6.73208,10.2626,18.6248
1912,7.09384,10.7977,18.8532
1913,7.47261,11.3425,19.1528
1914,7.8674,11.8908,19.5283
1915,8.27667,12.4349,19.9835
1916,8.6982,12.9658,20.5218
1917,9.12908,13.4727,21.145
1918,9.56555,13.9437,21.8537
1919,10.003,14.3651,22.6461
1920,10.436,14.7225,23.5179
1921,10.8581,15.0011,24.4617
1922,11.2621,15.1861,25.4667
1923,11.6401,15.2637,26.5186
1924,11.9839,15.2222,27.5992
1925,12.285,15.053,28.6875
1926,12.5348,14.7515,29.7595
1927,12.7258,14.3179,30.7899
1928,12.8512,13.7579,31.753
1929,12.9057,13.0827,32.6247
1930,12.8858,12.3088,33.3833
1931,12.7902,11.4567,34.0114
1932,12.6198,10.5502,34.4969
1933,12.3777,9.61438,34.8333
1934,12.0692,8.67445,35.02
1935,11.7014,7.7538,35.0619
1936,11.2827,6.87299,34.9684
1937,10.8227,6.04881,34.7526
1938,10.3313,5.29387,34.4296
1939,9.81852,4.61651,34.0157
1940,9.29402,4.02108,33.5273
1941,8.76679,3.50845,32.98
1942,8.24488,3.07669,32.388
1943,7.7353,2.7217,31.7639
1944,7.24392,2.43793,31.1183
1945,6.77549,2.21893,30.4601
1946,6.33366,2.05788,29.7965
1947,5.92107,1.94796,29.1333
1948,5.53948,1.88261,28.4747
1949,5.18991,1.85579,27.8242
1950,4.87268,1.86204,27.1841
1951,4.58765,1.89658,26.5563
1952,4.33422,1.95532,25.9421
1953,4.11153,2.03483,25.3425
1954,3.91849,2.13232,24.758
1955,3.75388,2.24561,24.1893
1956,3.61641,2.37304,23.6367
1957,3.50478,2.51343,23.1004
1958,3.41772,2.66603,22.5809
1959,3.35405,2.83046,22.0785
1960,3.31266,3.00667,21.5934
1961,3.29255,3.1949,21.1262
1962,3.29286,3.39562,20.6772
1963,3.31288,3.6095,20.2472
1964,3.35202,3.83742,19.8368
1965,3.40984,4.08038,19.4468
1966,3.48605,4.33951,19.0783
1967,3.5805,4.61604,18.7323
1968,3.69318,4.91129,18.4102
1969,3.82418,5.22661,18.1137
1970,3.97376,5.56335,17.8446
1971,4.14223,5.92288,17.6049
1972,4.33004,6.30649,17.3972
1973,4.5377,6.71533,17.2242
1974,4.76577,7.15042,17.0892
1975,5.01483,7.61249,16.9956
1976,5.28549,8.10193,16.9477
1977,5.57829,8.61868,16.9498
1978,5.8937,9.16205,17.007
1979,6.23204,9.73061,17.1246
1980,6.59341,10.322,17.3085
1981,6.97764,10.9327,17.5647
1982,7.38415,11.5577,17.8994
1983,7.81191,12.1907,18.3189
1984,8.25925,12.8234,18.8289
1985,8.72381,13.4454,19.4345
1986,9.20235,14.0445,20.1393
1987,9.69066,14.6061,20.9455
1988,10.1835,15.1138,21.8524
1989,10.6744,15.5497,22.8564
1990,11.1558,15.8945,23.9498
1991,11.6191,16.1291,25.1206
1992,12.0545,16.2352,26.3517
1993,12.4517,16.197,27.6212
1994,12.8,16.0024,28.9026
1995,13.0887,15.6447,30.1657
1996,13.308,15.1238,31.3781
1997,13.4492,14.4468,32.5067
1998,13.5056,13.6288,33.5205
1999,13.4729,12.6915,34.3921
2000,13.3493,11.6626,35.1001
2001,13.1365,10.5735,35.6304
2002,12.8387,9.4574,35.9771
2003,12.463,8.34649,36.1419
2004,12.0188,7.27015,36.134
2005,11.5172,6.25327,35.9681
2006,10.9702,5.31515,35.6629
2007,10.3904,4.46919,35.2394
2008,9.78998,3.72302,34.7193
2009,9.18067,3.07916,34.1234
2010,8.57298,2.53592,33.4708
2011,7.97609,2.08834,32.7783
2012,7.39776,1.72924,32.06
2013,6.84423,1.45006,31.3277
2014,6.3203,1.24163,30.5904
2015,5.82944,1.09475,29.8552
2016,5.37394,1.0006,29.1272
2017,4.95503,0.950997,28.4103
2018,4.57313,0.93862,27.7069
2019,4.22793,0.95704,27.0189
2020,3.9186,1.00076,26.3471
2021,3.6439,1.06517,25.6923
2022,3.40232,1.14652,25.0545
2023,3.19216,1.24179,24.434
2024,3.01164,1.34868,23.8306
2025,2.85897,1.46547,23.2442
2026,2.73236,1.59098,22.6747
2027,2.63014,1.72449,22.1218
2028,2.55073,1.86565,21.5855
2029,2.49267,2.01446,21.0658
2030,2.45468,2.17119,20.5625
2031,2.43562,2.33638,20.0757
2032,2.43454,2.51075,19.6056
2033,2.45063,2.69523,19.1524
2034,2.48328,2.89087,18.7164
2035,2.53203,3.09891,18.2979
2036,2.59659,3.32068,17.8976
2037,2.67683,3.55763,17.5161
2038,2.77278,3.81133,17.1542
2039,2.88462,4.08343,16.8129
2040,3.01268,4.37567,16.4935
2041,3.1574,4.68984,16.1975
2042,3.31938,5.0278,15.9265
2043,3.49934,5.39144,15.6826
2044,3.69809,5.78265,15.4683
2045,3.91657,6.20326,15.2863
2046,4.15578,6.65503,15.1401
2047,4.41679,7.13951,15.0334
2048,4.7007,7.65804,14.9705
2049,5.00862,8.21154,14.9567
2050,5.34162,8.80042,14.9974
2051,5.70068,9.42439,15.0992
2052,6.0866,10.0822,15.2691
2053,6.49994,10.7715,15.5149
2054,6.9409,11.4882,15.8448
2055,7.40922,12.2268,16.2675
2056,7.904,12.9792,16.7919
2057,8.42356,13.735,17.4265
2058,8.96523,14.4809,18.1788
2059,9.52521,15.2004,19.0551
2060,10.0983,15.8739,20.059
2061,10.6778,16.4787,21.1906
2062,11.2554,16.9897,22.4456
2063,11.8211,17.3802,23.8136
2064,12.3631,17.623,25.2777
2065,12.8685,17.6929,26.8136
2066,13.3232,17.5682,28.3895
2067,13.7127,17.234,29.967
2068,14.0229,16.6836,31.5026
2069,14.2408,15.9212,32.9504
2070,14.3558,14.9624,34.2653
2071,14.3601,13.8338,35.4064
2072,14.2499,12.5721,36.3407
2073,14.0254,11.2206,37.0457
2074,13.6912,9.82608,37.5109
2075,13.2559,8.43473,37.7382
2076,12.7315,7.08868,37.7403
2077,12.1325,5.8232,37.5388
2078,11.4751,4.66503,37.1611
2079,10.7761,3.63178,36.6379
2080,10.0516,2.73238,35.9999
2081,9.31706,1.96824,35.2764
2082,8.58608,1.33475,34.4933
2083,7.87035,0.822962,33.6726
2084,7.17944,0.421153,32.8323
2085,6.52084,0.116173,31.9861
2086,5.90002,-0.105505,31.1444
2087,5.32069,-0.257008,30.3146
2088,4.78496,-0.350553,29.5016
2089,4.29367,-0.397143,28.7084
2090,3.84657,-0.406427,27.9367
2091,3.4426,-0.386677,27.1873
2092,3.08007,-0.344838,26.46
2093,2.75685,-0.286631,25.7546
2094,2.47053,-0.216673,25.0704
2095,2.21853,-0.138614,24.4066
2096,1.99822,-0.0552701,23.7623
2097,1.80697,0.0312527,23.1368
2098,1.64225,0.119444,22.5292
2099,1.50163,0.208285,21.9389
2100,1.38285,0.297163,21.3652
2101,1.28383,0.385794,20.8075
2102,1.20264,0.474158,20.2652
2103,1.13759,0.56245,19.7379
2104,1.08714,0.651032,19.2252
2105,1.04995,0.740404,18.7266
2106,1.02487,0.831175,18.2419
2107,1.01091,0.924044,17.7706
2108,1.00725,1.01978,17.3127
2109,1.01322,1.11923,16.8678
2110,1.02831,1.2233,16.4357
2111,1.05212,1.33293,16.0163
2112,1.08441,1.44915,15.6095
2113,1.12504,1.57304,15.2152
2114,1.17402,1.70575,14.8334
2115,1.23144,1.84851,14.4642
2116,1.29752,2.00261,14.1076
2117,1.37259,2.16945,13.7638
2118,1.45706,2.35054,13.4332
2119,1.55148,2.54749,13.116
2120,1.65649,2.76204,12.8129
2121,1.77286,2.99605,12.5244
2122,1.90144,3.25153,12.2515
2123,2.04322,3.53066,11.9951
2124,2.19932,3.83575,11.7565
2125,2.37094,4.16929,11.5373
2126,2.55946,4.53391,11.3396
2127,2.76635,4.9324,11.1655
2128,2.99323,5.36765,11.018
2129,3.24183,5.84267,10.9005
2130,3.51403,6.36048,10.817
2131,3.8118,6.92407,10.7723
2132,4.13719,7.53627,10.7724
2133,4.49233,8.1996,10.8238
2134,4.87935,8.91606,10.9347
2135,5.30035,9.68688,11.114
2136,5.75728,10.5122,11.3725
2137,6.25184,11.3904,11.7222
2138,6.78534,12.3181,12.1763
2139,7.3585,13.2888,12.7495
2140,7.9712,14.2928,13.4573
2141,8.62218,15.3159,14.3156
2142,9.30875,16.3389,15.3398
2143,10.0263,17.3367,16.5435
2144,10.7681,18.278,17.9366
2145,11.5247,19.1248,19.5235
2146,12.2835,19.8339,21.3006
2147,13.029,20.3578,23.2532
2148,13.7425,20.6477,25.3536
2149,14.4025,20.6579,27.5593
2150,14.9856,20.3508,29.8127
2151,15.4675,19.7025,32.0432
2152,15.8251,18.708,34.1712
2153,16.0379,17.385,36.1149
2154,16.0903,15.775,37.7978
2155,15.973,13.9405,39.1577
2156,15.6846,11.9597,40.1529
2157,15.2315,9.91789,40.7665
2158,14.6277,7.89905,41.0067
2159,13.8934,5.97713,40.9036
2160,13.0532,4.21047,40.5035
2161,12.134,2.63878,39.8619
2162,11.1631,1.28312,39.037
2163,10.1663,0.148083,38.0839
2164,9.16665,-0.774702,37.0508
2165,8.18393,-1.50265,35.9775
2166,7.23397,-2.05856,34.8948
2167,6.32883,-2.46752,33.8247
2168,5.47698,-2.75471,32.7824
2169,4.68379,-2.94384,31.7768
2170,3.95196,-3.05632,30.8128
2171,3.282,-3.11079,29.892
2172,2.67277,-3.12312,29.014
2173,2.12184,-3.10651,28.177
2174,1.62587,-3.07172,27.3785
2175,1.18094,-3.02743,26.616
2176,0.78273,-2.98051,25.8866
2177,0.426789,-2.93631,25.1879
2178,0.108622,-2.89898,24.5175
2179,-0.176177,-2.87167,23.8734
2180,-0.43186,-2.85677,23.2538
2181,-0.662466,-2.85604,22.6574
2182,-0.871799,-2.87081,22.0829
2183,-1.06341,-2.90208,21.5294
2184,-1.24059,-2.95062,20.9962
2185,-1.40639,-3.01704,20.4827
2186,-1.56362,-3.1019,19.9885
2187,-1.71487,-3.20572,19.5136
2188,-1.86256,-3.32904,19.0578
2189,-2.00888,-3.47245,18.6213
2190,-2.15594,-3.63664,18.2043
2191,-2.30565,-3.82237,17.8073
2192,-2.45988,-4.03052,17.4311
2193,-2.62035,-4.26208,17.0763
2194,-2.78877,-4.51815,16.7441
2195,-2.96677,-4.79994,16.4358
2196,-3.15594,-5.10877,16.1529
2197,-3.35786,-5.44601,15.8974
2198,-3.57408,-5.8131,15.6716
2199,-3.80617,-6.21148,15.4781
2200,-4.05566,-6.64253,15.3201
2201,-4.32405,-7.10753,15.2011
2202,-4.61284,-7.60755,15.1255
2203,-4.92346,-8.14332,15.098
2204,-5.25724,-8.71513,15.1241
2205,-5.61541,-9.32261,15.2099
2206,-5.99898,-9.96454,15.3623
2207,-6.40872,-10.6386,15.5887
2208,-6.84502,-11.3411,15.8972
2209,-7.30782,-12.0665,16.2963
2210,-7.79642,-12.8074,16.7946
2211,-8.30939,-13.5539,17.4004
2212,-8.84435,-14.2932,18.1214
2213,-9.39778,-15.0097,18.964
2214,-9.96488,-15.6846,19.932
2215,-10.5394,-16.2962,21.0264
2216,-11.1133,-16.8201,22.2436
2217,-11.6773,-17.2303,23.5746
2218,-12.22,-17.5003,25.0041
2219,-12.7289,-17.6045,26.5094
2220,-13.1904,-17.5211,28.0608
2221,-13.5903,-17.2338,29.6218
2222,-13.9145,-16.7344,31.1506
2223,-14.1502,-16.0247,32.6024
2224,-14.2862,-15.1177,33.9323
2225,-14.3143,-14.0372,35.0993
2226,-14.2299,-12.8172,36.069
2227,-14.0323,-11.4991,36.817
2228,-13.7251,-10.1282,37.3303
2229,-13.3161,-8.75029,37.6079
2230,-12.8162,-7.40775,37.66
2231,-12.2393,-6.13691,37.5059
2232,-11.6011,-4.96607,37.1713
2233,-10.9178,-3.91464,36.6858
2234,-10.2058,-2.99341,36.0796
2235,-9.48027,-2.20549,35.3819
2236,-8.75516,-1.54773,34.6189
2237,-8.04245,-1.01233,33.8134
2238,-7.3521,-0.588409,32.9839
2239,-6.692,-0.263356,32.145
2240,-6.06802,-0.0239541,31.3079
2241,-5.48426,0.142806,30.4804
2242,-4.9432,0.249161,29.6681
2243,-4.44597,0.30623,28.8744
2244,-3.99261,0.323834,28.1013
2245,-3.58228,0.310446,27.3499
2246,-3.21347,0.273225,26.6204
2247,-2.88421,0.218098,25.9125
2248,-2.5922,0.149877,25.2256
2249,-2.33495,0.0723893,24.5591
2250,-2.10987,-0.0113968,23.9121
2251,-1.9144,-0.0992433,23.284
2252,-1.74602,-0.18953,22.6739
2253,-1.60233,-0.281149,22.0811
2254,-1.48106,-0.373421,21.505
2255,-1.38013,-0.466008,20.9451
2256,-1.29763,-0.558858,20.4007
2257,-1.23184,-0.652144,19.8714
2258,-1.18121,-0.746222,19.3568
2259,-1.14442,-0.841598,18.8565
2260,-1.12029,-0.938895,18.3703
2261,-1.10784,-1.03884,17.8977
2262,-1.10624,-1.14223,17.4387
2263,-1.11484,-1.24997,16.9929
2264,-1.13312,-1.36299,16.5602
2265,-1.16072,-1.48231,16.1405
2266,-1.19739,-1.60902,15.7338
2267,-1.24303,-1.74427,15.3399
2268,-1.29766,-1.8893,14.959
2269,-1.36142,-2.04539,14.5912
2270,-1.43456,-2.21397,14.2366
2271,-1.51744,-2.39652,13.8955
2272,-1.61055,-2.59465,13.5684
2273,-1.71448,-2.81008,13.2557
2274,-1.82993,-3.04466,12.958
2275,-1.95772,-3.30039,12.6763
2276,-2.09879,-3.57938,12.4116
2277,-2.25421,-3.88392,12.1651
2278,-2.42515,-4.21644,11.9384
2279,-2.61292,-4.57951,11.7336
2280,-2.81897,-4.97583,11.5528
2281,-3.04484,-5.40823,11.399
2282,-3.29223,-5.87958,11.2755
2283,-3.56293,-6.39282,11.1862
2284,-3.85885,-6.95078,11.1361
2285,-4.18199,-7.55616,11.1308
2286,-4.53437,-8.21131,11.1769
2287,-4.91805,-8.91808,11.2821
2288,-5.33503,-9.67753,11.4556
2289,-5.78714,-10.4896,11.7074
2290,-6.27599,-11.3526,12.0494
2291,-6.80278,-12.263,12.4943
2292,-7.36813,-13.2144,13.0563
2293,-7.9718,-14.197,13.7503
2294,-8.61251,-15.197,14.5915
2295,-9.28751,-16.1955,15.5945
2296,-9.99227,-17.1683,16.7719
2297,-10.7201,-18.0849,18.1333
2298,-11.4617,-18.9089,19.6824
2299,-12.205,-19.5987,21.4152
2300,-12.9349,-20.1087,23.3176
2301,-13.6333,-20.3925,25.3625
2302,-14.2795,-20.4064,27.5092
2303,-14.8509,-20.1144,29.7025
2304,-15.3244,-19.4935,31.8751
2305,-15.6776,-18.5386,33.9508
2306,-15.8907,-17.266,35.8513
2307,-15.9485,-15.7146,37.5033
2308,-15.842,-13.9431,38.8463
2309,-15.5694,-12.0256,39.8393
2310,-15.1365,-10.0436,40.4643
2311,-14.5563,-8.07731,40.7274
2312,-13.8479,-6.19855,40.6557
2313,-13.0348,-4.46453,40.2922
2314,-12.1427,-2.91501,39.689
2315,-11.1979,-1.57203,38.9017
2316,-10.2255,-0.44174,37.9832
2317,-9.24819,0.482422,36.9807
2318,-8.28528,1.21607,35.9333
2319,-7.35256,1.78035,34.8716
2320,-6.46214,2.19903,33.8179
2321,-5.62267,2.49622,32.7878
2322,-4.83975,2.69486,31.791
2323,-4.11635,2.81582,30.8326
2324,-3.45328,2.87741,29.915
2325,-2.84968,2.89532,29.0382
2326,-2.30339,2.88264,28.2007
2327,-1.81132,2.85014,27.4006
2328,-1.36978,2.8065,26.6353
2329,-0.974659,2.75866,25.9023
2330,-0.621671,2.71203,25.1993
2331,-0.306478,2.67082,24.5239
2332,-0.0248072,2.63823,23.8743
2333,0.227477,2.6167,23.2488
2334,0.454314,2.60803,22.6459
2335,0.659418,2.61358,22.0643
2336,0.84626,2.63433,21.5033
2337,1.01807,2.67107,20.9619
2338,1.17782,2.7244,20.4395
2339,1.32826,2.79485,19.9358
2340,1.47194,2.8829,19.4505
2341,1.6112,2.98905,18.9833
2342,1.74821,3.11387,18.5344
2343,1.88498,3.25796,18.1037
2344,2.02341,3.42205,17.6918
2345,2.16529,3.60697,17.2988
2346,2.3123,3.81367,16.9256
2347,2.4661,4.04323,16.5728
2348,2.62825,4.29684,16.2415
2349,2.80033,4.57584,15.9329
2350,2.98387,4.88166,15.6486
2351,3.1804,5.21583,15.3903
2352,3.39147,5.57996,15.1603
2353,3.61861,5.97568,14.9612
2354,3.8634,6.40463,14.796
2355,4.12738,6.86833,14.6682
2356,4.4121,7.36819,14.5821
2357,4.71909,7.9053,14.5424
2358,5.04982,8.48039,14.5546
2359,5.40564,9.09356,14.6248
2360,5.78777,9.74416,14.7602
2361,6.1972,10.4305,14.9683
2362,6.63459,11.1495,15.2576
2363,7.10017,11.8964,15.6371
2364,7.59362,12.6645,16.1161
2365,8.11385,13.4444,16.704
2366,8.6589,14.2241,17.4098
2367,9.22566,14.9883,18.2411
2368,9.80971,15.7182,19.2039
2369,10.4051,16.3917,20.3011
2370,11.0042,16.9836,21.5311
2371,11.5975,17.4662,22.8872
2372,12.1739,17.8105,24.356
2373,12.7203,17.988,25.9163
2374,13.2225,17.9729,27.539
2375,13.6652,17.7448,29.187
2376,14.0333,17.2911,30.8166
2377,14.3122,16.6097,32.38
2378,14.489,15.7106,33.8279
2379,14.5537,14.6162,35.1137
2380,14.5,13.3607,36.1977
2381,14.3259,11.9873,37.0498
2382,14.0339,10.5449,37.6527
2383,13.6312,9.08373,38.0022
2384,13.1288,7.65141,38.1072
2385,12.5409,6.28927,37.9869
2386,11.8842,5.03002,37.6688
2387,11.176,3.89655,37.1845
2388,10.4341,2.902,36.5676
2389,9.67497,2.05076,35.8502
2390,8.91396,1.34002,35.0615
2391,8.16422,0.761592,34.2268
2392,7.43672,0.303693,33.3666
2393,6.74014,-0.0474729,32.4971
2394,6.08102,-0.306442,31.6304
2395,5.46384,-0.487546,30.7752
2396,4.89139,-0.604265,29.9373
2397,4.36492,-0.668832,29.1204
2398,3.88448,-0.692043,28.3263
2399,3.44917,-0.683194,27.556
2400,3.05736,-0.650131,26.8094
2401,2.70689,-0.599343,26.0862
2402,2.39524,-0.536102,25.3854
2403,2.11969,-0.464607,24.7063
2404,1.87743,-0.388129,24.0477
2405,1.66565,-0.309154,23.4088
2406,1.48157,-0.229514,22.7887
2407,1.32257,-0.150495,22.1864
2408,1.18616,-0.0729433,21.6012
2409,1.07001,0.00265185,21.0324
2410,0.972009,0.0760842,20.4793
2411,0.890216,0.147371,19.9414
2412,0.822893,0.216702,19.4182
2413,0.768493,0.284401,18.9092
2414,0.72565,0.350893,18.414
2415,0.693174,0.416683,17.9321
2416,0.670037,0.482331,17.4632
2417,0.655366,0.548445,17.0071
2418,0.648432,0.61567,16.5633
2419,0.648636,0.68468,16.1316
2420,0.655502,0.756181,15.7117
2421,0.668669,0.830905,15.3035
2422,0.687881,0.909618,14.9066
2423,0.71298,0.99312,14.5209
2424,0.743903,1.08225,14.1463
2425,0.780672,1.1779,13.7825
2426,0.823398,1.281,13.4296
2427,0.87227,1.39257,13.0873
2428,0.927561,1.51368,12.7559
2429,0.989624,1.64549,12.4351
2430,1.05889,1.78927,12.1253
2431,1.13589,1.94638,11.8264
2432,1.22121,2.11829,11.5388
2433,1.31555,2.30662,11.2629
2434,1.4197,2.51314,10.999
2435,1.53455,2.73975,10.7479
2436,1.66109,2.98855,10.5102
2437,1.80043,3.26181,10.287
2438,1.9538,3.56199,10.0794
2439,2.12254,3.89175,9.88915
2440,2.30816,4.25396,9.71792
2441,2.51227,4.65169,9.56807
2442,2.73666,5.08816,9.44237
2443,2.98324,5.56679,9.34421
2444,3.25408,6.0911,9.27765
2445,3.5514,6.66464,9.2476
2446,3.87753,7.29089,9.25995
2447,4.2349,7.97316,9.32169
2448,4.62602,8.71431,9.4411
2449,5.05339,9.51653,9.62792
2450,5.51943,10.381,9.89349
2451,6.02639,11.3072,10.2509
2452,6.57615,12.2928,10.7148
2453,7.17006,13.3324,11.302
2454,7.80864,14.417,12.0301
2455,8.4913,15.5327,12.9183
2456,9.21591,16.66,13.9852
2457,9.97838,17.7727,15.2486
2458,10.7721,18.8367,16.7228
2459,11.5876,19.8102,18.4166
2460,12.4117,20.6438,20.3298
2461,13.2277,21.2821,22.4504
2462,14.0151,21.6669,24.7507
2463,14.7495,21.7417,27.1853
2464,15.4042,21.4584,29.6899
2465,15.9509,20.7843,32.1832
2466,16.362,19.7092,34.5714
