t,distance
11.76,7.28469e-005
11.77,7.2115e-005
11.78,7.12048e-005
11.79,7.02007e-005
11.8,6.91783e-005
11.81,6.81979e-005
11.82,6.73023e-005
11.83,6.65164e-005
11.84,6.58505e-005
11.85,6.53036e-005
11.86,6.4868e-005
11.87,6.45334e-005
11.88,6.42894e-005
11.89,6.41281e-005
11.9,6.40448e-005
11.91,6.40387e-005
11.92,6.41128e-005
11.93,6.42733e-005
11.94,6.45293e-005
11.95,6.48918e-005
11.96,6.53736e-005
11.97,6.59883e-005
11.98,6.67505e-005
11.99,6.76749e-005
12,6.87763e-005
12.01,7.00699e-005
12.02,7.15708e-005
12.03,7.32941e-005
12.04,7.52556e-005
12.05,7.74713e-005
12.06,7.99581e-005
12.07,8.27336e-005
12.08,8.58168e-005
12.09,8.92284e-005
12.1,9.29906e-005
12.11,9.71277e-005
12.12,0.000101667
12.13,0.000106637
12.14,0.00011207
12.15,0.000118003
12.16,0.000124475
12.17,0.00013153
12.18,0.000139214
12.19,0.000147582
12.2,0.00015669
12.21,0.000166603
12.22,0.00017739
12.23,0.000189129
12.24,0.000201903
12.25,0.000215804
12.26,0.000230934
12.27,0.000247402
12.28,0.000265329
12.29,0.000284846
12.3,0.000306095
12.31,0.000329231
12.32,0.000354423
12.33,0.000381852
12.34,0.000411714
12.35,0.000444217
12.36,0.000479586
12.37,0.000518058
12.38,0.000559883
12.39,0.000605321
12.4,0.000654639
12.41,0.000708108
12.42,0.000765997
12.43,0.00082856
12.44,0.000896032
12.45,0.000968609
12.46,0.00104643
12.47,0.00112956
12.48,0.00121795
12.49,0.00131141
12.5,0.00140956
12.51,0.00151182
12.52,0.0016173
12.53,0.00172482
12.54,0.00183282
12.55,0.00193938
12.56,0.00204221
12.57,0.00213869
12.58,0.00222599
12.59,0.00230124
12.6,0.00236177
12.61,0.00240541
12.62,0.00243078
12.63,0.00243754
12.64,0.00242658
12.65,0.0023999
12.66,0.00236037
12.67,0.0023112
12.68,0.00225541
12.69,0.0021953
12.7,0.00213219
12.71,0.00206645
12.72,0.00199783
12.73,0.00192583
12.74,0.00185011
12.75,0.0017707
12.76,0.00168809
12.77,0.00160316
12.78,0.00151709
12.79,0.00143118
12.8,0.00134675
12.81,0.001265
12.82,0.00118696
12.83,0.00111348
12.84,0.00104517
12.85,0.000982419
12.86,0.000925427
12.87,0.000874203
12.88,0.000828596
12.89,0.000788326
12.9,0.00075301
12.91,0.000722194
12.92,0.000695383
12.93,0.00067207
12.94,0.000651755
12.95,0.000633966
12.96,0.000618272
12.97,0.000604289
12.98,0.000591681
12.99,0.000580164
13,0.000569499
13.01,0.000559487
13.02,0.000549966
13.03,0.000540805
13.04,0.000531898
13.05,0.000523159
13.06,0.000514521
13.07,0.000505929
13.08,0.000497343
13.09,0.000488732
13.1,0.000480076
13.11,0.000471366
13.12,0.000462606
13.13,0.000453815
13.14,0.000445028
13.15,0.000436305
13.16,0.000427731
13.17,0.000419427
13.18,0.000411552
13.19,0.000404311
13.2,0.000397962
13.21,0.000392814
13.22,0.000389223
13.23,0.000387581
13.24,0.000388289
13.25,0.000391728
13.26,0.000398208
13.27,0.000407932
13.28,0.00042095
13.29,0.000437141
13.3,0.000456201
13.31,0.000477655
13.32,0.00050088
13.33,0.000525137
13.34,0.000549608
13.35,0.000573436
13.36,0.000595772
13.37,0.000615818
13.38,0.000632882
13.39,0.00064642
13.4,0.000656081
13.41,0.000661737
13.42,0.000663492
13.43,0.000661678
13.44,0.000656821
13.45,0.000649586
13.46,0.000640711
13.47,0.000630922
13.48,0.000620865
13.49,0.000611046
13.5,0.000601797
13.51,0.000593276
13.52,0.000585488
13.53,0.000578324
13.54,0.000571612
13.55,0.000565158
13.56,0.000558786
13.57,0.000552358
13.58,0.000545787
13.59,0.00053904
13.6,0.000532131
13.61,0.000525116
13.62,0.000518078
13.63,0.00051112
13.64,0.000504353
13.65,0.000497893
13.66,0.00049185
13.67,0.000486326
13.68,0.000481412
13.69,0.000477188
13.7,0.00047372
13.71,0.000471066
13.72,0.000469269
13.73,0.000468369
13.74,0.000468394
13.75,0.000469372
13.76,0.000471327
13.77,0.00047428
13.78,0.000478254
13.79,0.000483274
13.8,0.000489367
13.81,0.000496563
13.82,0.000504896
13.83,0.000514403
13.84,0.000525125
13.85,0.000537107
13.86,0.000550397
13.87,0.000565045
13.88,0.000581103
13.89,0.000598625
13.9,0.000617663
13.91,0.000638268
13.92,0.000660488
13.93,0.000684365
13.94,0.000709933
13.95,0.000737214
13.96,0.000766218
13.97,0.000796933
13.98,0.000829326
13.99,0.000863335
14,0.000898859
14.01,0.000935757
14.02,0.000973837
14.03,0.00101285
14.04,0.00105247
14.05,0.0010923
14.06,0.00113187
14.07,0.00117062
14.08,0.0012079
14.09,0.00124298
14.1,0.00127507
14.11,0.00130334
14.12,0.00132695
14.13,0.00134512
14.14,0.0013572
14.15,0.00136269
14.16,0.00136141
14.17,0.0013535
14.18,0.00133951
14.19,0.00132042
14.2,0.00129753
14.21,0.00127243
14.22,0.00124671
14.23,0.00122179
14.24,0.00119865
14.25,0.00117768
14.26,0.00115867
14.27,0.00114089
14.28,0.00112331
14.29,0.00110486
14.3,0.00108461
14.31,0.00106198
14.32,0.00103674
14.33,0.00100902
14.34,0.000979278
14.35,0.000948159
14.36,0.000916436
14.37,0.000884915
14.38,0.000854361
14.39,0.000825449
14.4,0.000798733
14.41,0.000774619
14.42,0.000753376
14.43,0.000735135
14.44,0.000719915
14.45,0.000707643
14.46,0.000698188
14.47,0.000691382
14.48,0.000687047
14.49,0.000685013
14.5,0.000685136
14.51,0.000687305
14.52,0.000691447
14.53,0.000697531
14.54,0.000705565
14.55,0.000715598
14.56,0.00072771
14.57,0.000742015
14.58,0.000758654
14.59,0.000777793
14.6,0.00079962
14.61,0.000824344
14.62,0.000852195
14.63,0.000883421
14.64,0.000918288
14.65,0.000957088
14.66,0.00100013
14.67,0.00104776
14.68,0.00110033
14.69,0.00115825
14.7,0.00122195
14.71,0.00129191
14.72,0.00136864
14.73,0.00145272
14.74,0.00154479
14.75,0.00164553
14.76,0.0017557
14.77,0.00187615
14.78,0.0020078
14.79,0.00215167
14.8,0.0023089
14.81,0.00248073
14.82,0.00266852
14.83,0.00287378
14.84,0.00309818
14.85,0.00334355
14.86,0.00361189
14.87,0.00390544
14.88,0.00422662
14.89,0.00457812
14.9,0.00496286
14.91,0.00538409
14.92,0.00584532
14.93,0.00635041
14.94,0.00690358
14.95,0.00750939
14.96,0.00817281
14.97,0.00889921
14.98,0.00969436
14.99,0.0105644
15,0.011516
15.01,0.0125558
15.02,0.0136912
15.03,0.0149293
15.04,0.0162776
15.05,0.0177429
15.06,0.0193318
15.07,0.0210499
15.08,0.0229012
15.09,0.0248876
15.1,0.0270078
15.11,0.0292568
15.12,0.0316238
15.13,0.034092
15.14,0.0366361
15.15,0.0392219
15.16,0.0418049
15.17,0.0443299
15.18,0.0467324
15.19,0.0489402
15.2,0.050878
15.21,0.0524734
15.22,0.053665
15.23,0.0544106
15.24,0.0546947
15.25,0.0545326
15.26,0.0539688
15.27,0.053069
15.28,0.051908
15.29,0.0505543
15.3,0.0490597
15.31,0.047454
15.32,0.0457489
15.33,0.0439452
15.34,0.0420431
15.35,0.0400485
15.36,0.0379765
15.37,0.0358509
15.38,0.0337014
15.39,0.0315604
15.4,0.0294598
15.41,0.0274283
15.42,0.0254902
15.43,0.0236644
15.44,0.0219648
15.45,0.0204
15.46,0.0189744
15.47,0.017688
15.48,0.0165378
15.49,0.0155176
15.5,0.0146192
15.51,0.0138325
15.52,0.0131465
15.53,0.0125495
15.54,0.0120296
15.55,0.0115756
15.56,0.0111766
15.57,0.0108231
15.58,0.0105064
15.59,0.0102193
15.6,0.00995545
15.61,0.00970988
15.62,0.00947856
15.63,0.00925842
15.64,0.00904725
15.65,0.00884361
15.66,0.00864679
15.67,0.00845677
15.68,0.00827418
15.69,0.00810031
15.7,0.00793715
15.71,0.00778736
15.72,0.00765432
15.73,0.00754208
15.74,0.00745532
15.75,0.00739918
15.76,0.00737906
15.77,0.00740029
15.78,0.00746769
15.79,0.00758516
15.8,0.00775524
15.81,0.00797874
15.82,0.0082545
15.83,0.0085794
15.84,0.00894834
15.85,0.00935446
15.86,0.00978936
15.87,0.0102434
15.88,0.0107058
15.89,0.0111652
15.9,0.0116098
15.91,0.012028
15.92,0.0124083
15.93,0.0127405
15.94,0.0130157
15.95,0.013227
15.96,0.0133702
15.97,0.0134438
15.98,0.0134499
15.99,0.0133936
16,0.0132833
16.01,0.0131297
16.02,0.0129456
16.03,0.0127445
16.04,0.0125393
16.05,0.0123415
16.06,0.0121599
16.07,0.0120001
16.08,0.0118644
16.09,0.0117518
16.1,0.0116588
16.11,0.0115804
16.12,0.0115108
16.13,0.0114443
16.14,0.0113759
16.15,0.0113019
16.16,0.0112194
16.17,0.0111269
16.18,0.0110239
16.19,0.0109109
16.2,0.0107889
16.21,0.0106593
16.22,0.0105238
16.23,0.010384
16.24,0.0102418
16.25,0.0100985
16.26,0.00995546
16.27,0.00981373
16.28,0.00967404
16.29,0.0095369
16.3,0.00940259
16.31,0.00927116
16.32,0.00914248
16.33,0.00901629
16.34,0.00889222
16.35,0.00876979
16.36,0.0086485
16.37,0.00852779
16.38,0.00840712
16.39,0.00828596
16.4,0.00816379
16.41,0.00804018
16.42,0.00791477
16.43,0.00778731
16.44,0.00765767
16.45,0.00752593
16.46,0.00739239
16.47,0.00725764
16.48,0.00712264
16.49,0.00698879
16.5,0.00685804
16.51,0.00673296
16.52,0.00661688
16.53,0.00651389
16.54,0.00642888
16.55,0.00636747
16.56,0.00633574
16.57,0.0063399
16.58,0.00638574
16.59,0.00647796
16.6,0.0066195
16.61,0.006811
16.62,0.00705039
16.63,0.00733286
16.64,0.00765104
16.65,0.00799536
16.66,0.00835459
16.67,0.0087164
16.68,0.00906805
16.69,0.009397
16.7,0.00969161
16.71,0.00994181
16.72,0.0101398
16.73,0.0102804
16.74,0.0103618
16.75,0.0103854
16.76,0.0103558
16.77,0.0102806
16.78,0.0101693
16.79,0.0100329
16.8,0.00988237
16.81,0.00972794
16.82,0.00957799
16.83,0.00943854
16.84,0.00931302
16.85,0.0092024
16.86,0.00910567
16.87,0.00902043
16.88,0.00894359
16.89,0.00887198
16.9,0.00880278
16.91,0.00873379
16.92,0.00866358
16.93,0.00859149
16.94,0.00851754
16.95,0.0084423
16.96,0.00836677
16.97,0.00829221
16.98,0.00822003
16.99,0.00815165
17,0.00808848
17.01,0.00803179
17.02,0.00798273
17.03,0.00794227
17.04,0.00791122
17.05,0.00789024
17.06,0.00787983
17.07,0.00788038
17.08,0.00789216
17.09,0.00791538
17.1,0.00795017
17.11,0.00799664
17.12,0.00805487
17.13,0.0081249
17.14,0.00820679
17.15,0.00830057
17.16,0.00840629
17.17,0.00852394
17.18,0.00865353
17.19,0.00879501
17.2,0.00894828
17.21,0.0091132
17.22,0.00928949
17.23,0.00947679
17.24,0.00967458
17.25,0.00988216
17.26,0.0100986
17.27,0.0103228
17.28,0.0105533
17.29,0.0107884
17.3,0.0110257
17.31,0.011263
17.32,0.011497
17.33,0.0117245
17.34,0.0119414
17.35,0.0121435
17.36,0.012326
17.37,0.012484
17.38,0.0126123
17.39,0.0127059
17.4,0.0127603
17.41,0.0127718
17.42,0.0127378
17.43,0.0126577
17.44,0.0125332
17.45,0.0123689
17.46,0.0121721
17.47,0.0119536
17.48,0.0117264
17.49,0.0115048
17.5,0.0113027
17.51,0.0111315
17.52,0.0109981
17.53,0.0109031
17.54,0.0108411
17.55,0.0108014
17.56,0.01077
17.57,0.0107326
17.58,0.0106764
17.59,0.0105922
17.6,0.0104748
17.61,0.0103234
17.62,0.010141
17.63,0.00993371
17.64,0.00970944
17.65,0.00947712
17.66,0.00924568
17.67,0.00902339
17.68,0.00881732
17.69,0.008633
17.7,0.00847436
17.71,0.00834377
17.72,0.00824225
17.73,0.00816976
17.74,0.0081255
17.75,0.00810829
17.76,0.00811678
17.77,0.00814971
17.78,0.0082061
17.79,0.00828529
17.8,0.00838705
17.81,0.00851155
17.82,0.00865935
17.83,0.0088314
17.84,0.00902896
17.85,0.00925357
17.86,0.00950702
17.87,0.00979132
17.88,0.0101086
17.89,0.0104614
17.9,0.010852
17.91,0.0112834
17.92,0.0117582
17.93,0.0122796
17.94,0.012851
17.95,0.0134757
17.96,0.0141577
17.97,0.0149009
17.98,0.0157097
17.99,0.0165889
18,0.0175436
18.01,0.018579
18.02,0.0197012
18.03,0.0209162
18.04,0.0222307
18.05,0.0236516
18.06,0.0251863
18.07,0.0268423
18.08,0.0286276
18.09,0.0305502
18.1,0.032618
18.11,0.0348388
18.12,0.03722
18.13,0.0397684
18.14,0.0424895
18.15,0.0453873
18.16,0.0484638
18.17,0.0517178
18.18,0.0551449
18.19,0.0587356
18.2,0.0624751
18.21,0.0663412
18.22,0.0703042
18.23,0.0743248
18.24,0.0783537
18.25,0.0823308
18.26,0.0861853
18.27,0.0898368
18.28,0.0931977
18.29,0.0961765
18.3,0.098684
18.31,0.10064
18.32,0.101982
18.33,0.102673
18.34,0.102712
18.35,0.102134
18.36,0.101016
18.37,0.0994642
18.38,0.0976033
18.39,0.0955586
18.4,0.0934355
18.41,0.0913044
18.42,0.0891933
18.43,0.0870918
18.44,0.0849623
18.45,0.082757
18.46,0.0804323
18.47,0.0779607
18.48,0.0753347
18.49,0.072568
18.5,0.0696911
18.51,0.0667463
18.52,0.0637822
18.53,0.0608487
18.54,0.0579926
18.55,0.0552554
18.56,0.0526708
18.57,0.0502645
18.58,0.0480532
18.59,0.046046
18.6,0.0442443
18.61,0.0426434
18.62,0.0412338
18.63,0.0400024
18.64,0.038934
18.65,0.0380125
18.66,0.0372219
18.67,0.0365472
18.68,0.0359747
18.69,0.0354929
18.7,0.0350921
18.71,0.0347649
18.72,0.0345058
18.73,0.0343112
18.74,0.0341791
18.75,0.0341094
18.76,0.0341031
18.77,0.0341624
18.78,0.0342906
18.79,0.0344921
18.8,0.034772
18.81,0.035136
18.82,0.0355907
18.83,0.0361432
18.84,0.0368011
18.85,0.0375726
18.86,0.0384663
18.87,0.0394913
18.88,0.040657
18.89,0.0419734
18.9,0.0434509
18.91,0.0451
18.92,0.0469318
18.93,0.0489579
18.94,0.0511901
18.95,0.0536402
18.96,0.0563206
18.97,0.0592436
18.98,0.0624212
18.99,0.0658654
19,0.0695871
19.01,0.0735963
19.02,0.0779009
19.03,0.0825066
19.04,0.0874156
19.05,0.0926253
19.06,0.0981276
19.07,0.103906
19.08,0.109937
19.09,0.116182
19.1,0.122592
19.11,0.129101
19.12,0.135627
19.13,0.142068
19.14,0.148306
19.15,0.154202
19.16,0.159607
19.17,0.164363
19.18,0.168316
19.19,0.171327
19.2,0.173286
19.21,0.174133
19.22,0.173867
19.23,0.172557
19.24,0.170342
19.25,0.167413
19.26,0.163991
19.27,0.16029
19.28,0.156478
19.29,0.152656
19.3,0.148848
19.31,0.145014
19.32,0.141077
19.33,0.136953
19.34,0.132584
19.35,0.127945
19.36,0.123054
19.37,0.117965
19.38,0.11276
19.39,0.107533
19.4,0.102384
19.41,0.0974075
19.42,0.0926861
19.43,0.088287
19.44,0.0842597
19.45,0.0806355
19.46,0.0774284
19.47,0.0746365
19.48,0.0722454
19.49,0.0702302
19.5,0.0685597
19.51,0.0671989
19.52,0.0661119
19.53,0.0652642
19.54,0.0646244
19.55,0.0641651
19.56,0.0638635
19.57,0.0637014
19.58,0.0636651
19.59,0.0637451
19.6,0.0639355
19.61,0.0642336
19.62,0.0646393
19.63,0.065155
19.64,0.0657846
19.65,0.0665336
19.66,0.0674089
19.67,0.068418
19.68,0.0695694
19.69,0.0708721
19.7,0.0723356
19.71,0.0739696
19.72,0.0757842
19.73,0.0777892
19.74,0.0799947
19.75,0.0824105
19.76,0.085046
19.77,0.08791
19.78,0.0910106
19.79,0.0943549
19.8,0.0979484
19.81,0.101795
19.82,0.105896
19.83,0.110249
19.84,0.114849
19.85,0.119686
19.86,0.124745
19.87,0.130002
19.88,0.135427
19.89,0.14098
19.9,0.146612
19.91,0.15226
19.92,0.157849
19.93,0.163292
19.94,0.168488
19.95,0.173326
19.96,0.177687
19.97,0.181447
19.98,0.184484
19.99,0.186692
20,0.187984
20.01,0.188309
20.02,0.187665
20.03,0.186103
20.04,0.183738
20.05,0.180737
20.06,0.177314
20.07,0.173694
20.08,0.170089
20.09,0.166657
20.1,0.163478
20.11,0.160546
20.12,0.157778
20.13,0.155045
20.14,0.152203
20.15,0.149127
20.16,0.145734
20.17,0.141994
20.18,0.137927
20.19,0.133594
20.2,0.129089
20.21,0.124519
20.22,0.119999
20.23,0.115635
20.24,0.11152
20.25,0.10773
20.26,0.10432
20.27,0.101324
20.28,0.098758
20.29,0.0966205
20.3,0.0948977
20.31,0.0935672
20.32,0.0926019
20.33,0.091973
20.34,0.0916536
20.35,0.0916201
20.36,0.0918538
20.37,0.0923416
20.38,0.0930764
20.39,0.0940564
20.4,0.0952856
20.41,0.0967723
20.42,0.0985298
20.43,0.100575
20.44,0.102927
20.45,0.10561
20.46,0.108651
20.47,0.112077
20.48,0.115919
20.49,0.120212
20.5,0.124992
20.51,0.130298
20.52,0.136173
20.53,0.142662
20.54,0.149816
20.55,0.157688
20.56,0.166338
20.57,0.17583
20.58,0.186236
20.59,0.197634
20.6,0.210109
20.61,0.223757
20.62,0.23868
20.63,0.254993
20.64,0.272823
20.65,0.292309
20.66,0.313604
20.67,0.336878
20.68,0.362317
20.69,0.390128
20.7,0.420536
20.71,0.453793
20.72,0.490173
20.73,0.52998
20.74,0.573548
20.75,0.621244
20.76,0.673474
20.77,0.730681
20.78,0.793354
20.79,0.862027
20.8,0.937286
20.81,1.01977
20.82,1.11018
20.83,1.20928
20.84,1.31788
20.85,1.43688
20.86,1.56723
20.87,1.70995
20.88,1.86612
20.89,2.03687
20.9,2.22335
20.91,2.42675
20.92,2.64824
20.93,2.88891
20.94,3.14975
20.95,3.43157
20.96,3.73488
20.97,4.05975
20.98,4.40573
20.99,4.7716
21,5.15517
21.01,5.5531
21.02,5.96067
21.03,6.37157
21.04,6.77784
21.05,7.16989
21.06,7.53675
21.07,7.86665
21.08,8.1478
21.09,8.36956
21.1,8.52378
21.11,8.60601
21.12,8.61645
21.13,8.56011
21.14,8.44598
21.15,8.28541
21.16,8.08978
21.17,7.86848
21.18,7.62759
21.19,7.36987
21.2,7.09576
21.21,6.80489
21.22,6.49744
21.23,6.175
21.24,5.84074
21.25,5.49915
21.26,5.15545
21.27,4.81502
21.28,4.48295
21.29,4.16367
21.3,3.8608
21.31,3.57705
21.32,3.31432
21.33,3.07367
21.34,2.8555
21.35,2.65958
21.36,2.4852
21.37,2.33121
21.38,2.19615
21.39,2.07833
21.4,1.97591
21.41,1.88699
21.42,1.80969
21.43,1.7422
21.44,1.68287
21.45,1.63021
21.46,1.58292
21.47,1.53988
21.48,1.50018
21.49,1.46308
21.5,1.42801
21.51,1.39456
21.52,1.36243
21.53,1.33147
21.54,1.30163
21.55,1.27298
21.56,1.2457
21.57,1.22007
21.58,1.1965
21.59,1.17548
21.6,1.15763
21.61,1.14363
21.62,1.13426
21.63,1.1303
21.64,1.13254
21.65,1.14167
21.66,1.15824
21.67,1.18259
21.68,1.21479
21.69,1.25464
21.7,1.30164
21.71,1.35498
21.72,1.41363
21.73,1.47634
21.74,1.54166
21.75,1.60803
21.76,1.67379
21.77,1.73727
21.78,1.79679
21.79,1.85074
21.8,1.8977
21.81,1.93643
21.82,1.96599
21.83,1.9858
21.84,1.99568
21.85,1.99591
21.86,1.98722
21.87,1.97077
21.88,1.94808
21.89,1.92096
21.9,1.89131
21.91,1.86104
21.92,1.83186
21.93,1.80515
21.94,1.78186
21.95,1.76244
21.96,1.74688
21.97,1.73478
21.98,1.72543
21.99,1.718
22,1.7116
22.01,1.7054
22.02,1.69872
22.03,1.69101
22.04,1.68193
22.05,1.67126
22.06,1.65895
22.07,1.64506
22.08,1.62971
22.09,1.61311
22.1,1.59545
22.11,1.57697
22.12,1.55788
22.13,1.53836
22.14,1.51857
22.15,1.49865
22.16,1.47869
22.17,1.45875
22.18,1.43886
22.19,1.41903
22.2,1.39924
22.21,1.37947
22.22,1.35965
22.23,1.33976
22.24,1.31972
22.25,1.2995
22.26,1.27903
22.27,1.2583
22.28,1.23729
22.29,1.216
22.3,1.19447
22.31,1.17278
22.32,1.15105
22.33,1.12947
22.34,1.1083
22.35,1.08786
22.36,1.06859
22.37,1.05104
22.38,1.03585
22.39,1.02378
22.4,1.01568
22.41,1.01244
22.42,1.01495
22.43,1.02403
22.44,1.0403
22.45,1.06414
22.46,1.09561
22.47,1.13437
22.48,1.17972
22.49,1.23063
22.5,1.28574
22.51,1.34346
22.52,1.40203
22.53,1.45961
22.54,1.51435
22.55,1.56448
22.56,1.60838
22.57,1.64471
22.58,1.67247
22.59,1.69107
22.6,1.70039
22.61,1.7008
22.62,1.69312
22.63,1.67862
22.64,1.65883
22.65,1.63549
22.66,1.61034
22.67,1.58499
22.68,1.56077
22.69,1.53863
22.7,1.5191
22.71,1.50232
22.72,1.48808
22.73,1.47596
22.74,1.46538
22.75,1.45575
22.76,1.44652
22.77,1.43725
22.78,1.42762
22.79,1.41743
22.8,1.40664
22.81,1.39525
22.82,1.38339
22.83,1.37122
22.84,1.35893
22.85,1.34673
22.86,1.33482
22.87,1.32339
22.88,1.3126
22.89,1.30259
22.9,1.29348
22.91,1.28534
22.92,1.27823
22.93,1.27219
22.94,1.26721
22.95,1.2633
22.96,1.26043
22.97,1.25857
22.98,1.25767
22.99,1.25769
23,1.25856
23.01,1.26023
23.02,1.26261
23.03,1.26565
23.04,1.26924
23.05,1.2733
23.06,1.27773
23.07,1.28241
23.08,1.28722
23.09,1.29201
23.1,1.29663
23.11,1.3009
23.12,1.30463
23.13,1.3076
23.14,1.30959
23.15,1.31035
23.16,1.30962
23.17,1.30716
23.18,1.30271
23.19,1.29603
23.2,1.28695
23.21,1.27532
23.22,1.26111
23.23,1.2444
23.24,1.22545
23.25,1.20468
23.26,1.18277
23.27,1.16065
23.28,1.13944
23.29,1.12046
23.3,1.10512
23.31,1.09467
23.32,1.09009
23.33,1.09181
23.34,1.09962
23.35,1.11259
23.36,1.1292
23.37,1.14755
23.38,1.1656
23.39,1.18144
23.4,1.19349
23.41,1.20065
23.42,1.20235
23.43,1.19857
23.44,1.18975
23.45,1.17671
23.46,1.16054
23.47,1.14242
23.48,1.12356
23.49,1.10505
23.5,1.08781
23.51,1.07255
23.52,1.05973
23.53,1.04961
23.54,1.04226
23.55,1.03762
23.56,1.03555
23.57,1.03589
23.58,1.03846
23.59,1.0431
23.6,1.04973
23.61,1.05828
23.62,1.06875
23.63,1.08119
23.64,1.09568
23.65,1.11236
23.66,1.13136
23.67,1.15287
23.68,1.17708
23.69,1.20416
23.7,1.23435
23.71,1.26784
23.72,1.30487
23.73,1.34565
23.74,1.39041
23.75,1.4394
23.76,1.49286
23.77,1.55105
23.78,1.61425
23.79,1.68273
23.8,1.75681
23.81,1.83679
23.82,1.923
23.83,2.01579
23.84,2.1155
23.85,2.2225
23.86,2.33715
23.87,2.45983
23.88,2.59087
23.89,2.73062
23.9,2.87938
23.91,3.03742
23.92,3.20491
23.93,3.38198
23.94,3.56861
23.95,3.76466
23.96,3.96978
23.97,4.18344
23.98,4.4048
23.99,4.63275
24,4.86577
24.01,5.10198
24.02,5.33902
24.03,5.57404
24.04,5.80373
24.05,6.02428
24.06,6.2315
24.07,6.42087
24.08,6.58777
24.09,6.72769
24.1,6.83655
24.11,6.91107
24.12,6.94919
24.13,6.95041
24.14,6.91617
24.15,6.84994
24.16,6.75719
24.17,6.64497
24.18,6.5212
24.19,6.39368
24.2,6.26895
24.21,6.1514
24.22,6.04262
24.23,5.94144
24.24,5.8445
24.25,5.74722
24.26,5.64485
24.27,5.53338
24.28,5.41019
24.29,5.27427
24.3,5.12615
24.31,4.96769
24.32,4.80171
24.33,4.63156
24.34,4.4608
24.35,4.29287
24.36,4.1309
24.37,3.97753
24.38,3.83481
24.39,3.70423
24.4,3.58667
24.41,3.48253
24.42,3.39174
24.43,3.31394
24.44,3.24852
24.45,3.19477
24.46,3.15191
24.47,3.11925
24.48,3.09617
24.49,3.08219
24.5,3.07699
24.51,3.08042
24.52,3.09252
24.53,3.11348
24.54,3.14363
24.55,3.18348
24.56,3.23364
24.57,3.29485
24.58,3.36792
24.59,3.45381
24.6,3.55351
24.61,3.66811
24.62,3.7988
24.63,3.9468
24.64,4.11345
24.65,4.30017
24.66,4.50846
24.67,4.73995
24.68,4.99637
24.69,5.2796
24.7,5.59166
24.71,5.93473
24.72,6.31118
24.73,6.72354
24.74,7.17455
24.75,7.66716
24.76,8.20452
24.77,8.78996
24.78,9.42703
24.79,10.1194
24.8,10.8709
24.81,11.6855
24.82,12.5671
24.83,13.5194
24.84,14.5462
24.85,15.6504
24.86,16.8349
24.87,18.1011
24.88,19.4496
24.89,20.8793
24.9,22.3868
24.91,23.9665
24.92,25.6091
24.93,27.3022
24.94,29.0286
24.95,30.7666
24.96,32.4896
24.97,34.166
24.98,35.7597
24.99,37.2309
25,38.5377
25.01,39.6382
25.02,40.4927
25.03,41.0666
25.04,41.3333
25.05,41.2767
25.06,40.8931
25.07,40.1922
25.08,39.1974
25.09,37.9441
25.1,36.4785
25.11,34.8534
25.12,33.1255
25.13,31.3505
25.14,29.579
25.15,27.8528
25.16,26.2024
25.17,24.6455
25.18,23.1879
25.19,21.8257
25.2,20.5492
25.21,19.3465
25.22,18.2065
25.23,17.1214
25.24,16.0874
25.25,15.1043
25.26,14.1753
25.27,13.305
25.28,12.4992
25.29,11.7629
25.3,11.1003
25.31,10.5137
25.32,10.0036
25.33,9.56844
25.34,9.2049
25.35,8.90816
25.36,8.6724
25.37,8.49129
25.38,8.35847
25.39,8.26794
25.4,8.21435
25.41,8.19321
25.42,8.20092
25.43,8.23483
25.44,8.29315
25.45,8.37488
25.46,8.47971
25.47,8.60792
25.48,8.76029
25.49,8.938
25.5,9.14256
25.51,9.37577
25.52,9.63964
25.53,9.93633
25.54,10.2682
25.55,10.6376
25.56,11.0471
25.57,11.4993
25.58,11.9968
25.59,12.5423
25.6,13.1383
25.61,13.7875
25.62,14.4922
25.63,15.2548
25.64,16.0773
25.65,16.9613
25.66,17.9081
25.67,18.918
25.68,19.9906
25.69,21.1245
25.7,22.3167
25.71,23.5624
25.72,24.855
25.73,26.1851
25.74,27.5409
25.75,28.9071
25.76,30.2651
25.77,31.5929
25.78,32.8647
25.79,34.052
25.8,35.1235
25.81,36.0467
25.82,36.789
25.83,37.3199
25.84,37.6127
25.85,37.647
25.86,37.4107
25.87,36.9012
25.88,36.1269
25.89,35.1067
25.9,33.8691
25.91,32.4503
25.92,30.8915
25.93,29.2358
25.94,27.5253
25.95,25.7986
25.96,24.0885
25.97,22.4214
25.98,20.8167
25.99,19.2874
26,17.841
26.01,16.4807
26.02,15.2067
26.03,14.0172
26.04,12.9093
26.05,11.8797
26.06,10.9251
26.07,10.0422
26.08,9.22809
26.09,8.47989
26.1,7.79498
26.11,7.17082
26.12,6.60484
26.13,6.09444
26.14,5.6369
26.15,5.2294
26.16,4.86895
26.17,4.55245
26.18,4.27666
26.19,4.03826
26.2,3.83391
26.21,3.66028
26.22,3.51414
26.23,3.39241
26.24,3.29226
26.25,3.21111
26.26,3.14668
26.27,3.09704
26.28,3.06056
26.29,3.03593
26.3,3.02212
26.31,3.01839
26.32,3.02421
26.33,3.03927
26.34,3.06344
26.35,3.09675
26.36,3.13936
26.37,3.19154
26.38,3.25365
26.39,3.32614
26.4,3.40952
26.41,3.50436
26.42,3.61127
26.43,3.73091
26.44,3.86394
26.45,4.01107
