t,distance
26.46,4.173
26.47,4.35041
26.48,4.54398
26.49,4.75437
26.5,4.98215
26.51,5.22781
26.52,5.49175
26.53,5.77417
26.54,6.07509
26.55,6.39424
26.56,6.73102
26.57,7.0844
26.58,7.45284
26.59,7.83417
26.6,8.22552
26.61,8.6232
26.62,9.02261
26.63,9.41819
26.64,9.80344
26.65,10.1709
26.66,10.5125
26.67,10.8195
26.68,11.0832
26.69,11.2954
26.7,11.4491
26.71,11.5394
26.72,11.5639
26.73,11.524
26.74,11.4248
26.75,11.275
26.76,11.0867
26.77,10.8735
26.78,10.6489
26.79,10.424
26.8,10.206
26.81,9.99664
26.82,9.79322
26.83,9.58938
26.84,9.37731
26.85,9.14978
26.86,8.90177
26.87,8.63128
26.88,8.33948
26.89,8.03028
26.9,7.70959
26.91,7.38447
26.92,7.06228
26.93,6.75007
26.94,6.45403
26.95,6.17921
26.96,5.92931
26.97,5.70665
26.98,5.51226
26.99,5.34602
27,5.20687
27.01,5.09306
27.02,5.00241
27.03,4.93257
27.04,4.88115
27.05,4.84596
27.06,4.82504
27.07,4.81678
27.08,4.81988
27.09,4.83342
27.1,4.85677
27.11,4.88963
27.12,4.93192
27.13,4.98382
27.14,5.04565
27.15,5.11795
27.16,5.20133
27.17,5.29656
27.18,5.40449
27.19,5.52605
27.2,5.66223
27.21,5.8141
27.22,5.98278
27.23,6.16944
27.24,6.3753
27.25,6.60162
27.26,6.84973
27.27,7.12097
27.28,7.41673
27.29,7.73843
27.3,8.08751
27.31,8.46541
27.32,8.87356
27.33,9.31338
27.34,9.7862
27.35,10.2933
27.36,10.8357
27.37,11.4144
27.38,12.0301
27.39,12.6829
27.4,13.3729
27.41,14.0993
27.42,14.8609
27.43,15.6556
27.44,16.4805
27.45,17.3315
27.46,18.2038
27.47,19.0909
27.48,19.9854
27.49,20.8786
27.5,21.7605
27.51,22.6201
27.52,23.4458
27.53,24.2252
27.54,24.9461
27.55,25.5968
27.56,26.1664
27.57,26.6457
27.58,27.0274
27.59,27.3069
27.6,27.4819
27.61,27.5535
27.62,27.5252
27.63,27.4033
27.64,27.1966
27.65,26.9154
27.66,26.5717
27.67,26.1786
27.68,25.75
27.69,25.2999
27.7,24.8429
27.71,24.3939
27.72,23.968
27.73,23.5803
27.74,23.2462
27.75,22.9803
27.76,22.796
27.77,22.7041
27.78,22.7109
27.79,22.8168
27.8,23.014
27.81,23.286
27.82,23.6075
27.83,23.9457
27.84,24.2633
27.85,24.5217
27.86,24.6855
27.87,24.7267
27.88,24.6269
27.89,24.38
27.9,23.9914
27.91,23.4774
27.92,22.8621
27.93,22.1745
27.94,21.4458
27.95,20.7058
27.96,19.9813
27.97,19.2946
27.98,18.6624
27.99,18.0964
28,17.6029
28.01,17.1839
28.02,16.8383
28.03,16.5623
28.04,16.3508
28.05,16.1979
28.06,16.0981
28.07,16.0459
28.08,16.0369
28.09,16.0675
28.1,16.1353
28.11,16.2386
28.12,16.3768
28.13,16.55
28.14,16.7592
28.15,17.0057
28.16,17.2913
28.17,17.6181
28.18,17.9883
28.19,18.4042
28.2,18.8679
28.21,19.381
28.22,19.9447
28.23,20.5597
28.24,21.2254
28.25,21.9403
28.26,22.7016
28.27,23.5047
28.28,24.3432
28.29,25.2086
28.3,26.0902
28.31,26.9749
28.32,27.8473
28.33,28.6898
28.34,29.4827
28.35,30.2053
28.36,30.8361
28.37,31.354
28.38,31.7395
28.39,31.9759
28.4,32.0503
28.41,31.9546
28.42,31.6868
28.43,31.2504
28.44,30.655
28.45,29.9156
28.46,29.0514
28.47,28.085
28.48,27.0409
28.49,25.9443
28.5,24.8198
28.51,23.6903
28.52,22.5767
28.53,21.4967
28.54,20.465
28.55,19.4927
28.56,18.5876
28.57,17.7544
28.58,16.9945
28.59,16.307
28.6,15.6888
28.61,15.1351
28.62,14.6401
28.63,14.1974
28.64,13.8003
28.65,13.4426
28.66,13.1186
28.67,12.8231
28.68,12.5518
28.69,12.3013
28.7,12.0687
28.71,11.8519
28.72,11.6495
28.73,11.4603
28.74,11.2835
28.75,11.1186
28.76,10.9653
28.77,10.8234
28.78,10.6927
28.79,10.5731
28.8,10.4644
28.81,10.3665
28.82,10.2793
28.83,10.2027
28.84,10.1365
28.85,10.0808
28.86,10.0354
28.87,10.0003
28.88,9.97551
28.89,9.96114
28.9,9.95728
28.91,9.96407
28.92,9.98171
28.93,10.0105
28.94,10.0506
28.95,10.1024
28.96,10.1662
28.97,10.2424
28.98,10.3313
28.99,10.4333
29,10.5487
29.01,10.6777
29.02,10.8206
29.03,10.9776
29.04,11.1486
29.05,11.3337
29.06,11.5326
29.07,11.7449
29.08,11.97
29.09,12.2072
29.1,12.4553
29.11,12.7128
29.12,12.9782
29.13,13.2493
29.14,13.5235
29.15,13.798
29.16,14.0694
29.17,14.3339
29.18,14.5872
29.19,14.8246
29.2,15.0413
29.21,15.2319
29.22,15.3912
29.23,15.514
29.24,15.5952
29.25,15.6308
29.26,15.6175
29.27,15.5535
29.28,15.4389
29.29,15.2763
29.3,15.0709
29.31,14.8313
29.32,14.5689
29.33,14.2983
29.34,14.0355
29.35,13.7969
29.36,13.5967
29.37,13.4445
29.38,13.3427
29.39,13.286
29.4,13.2611
29.41,13.2496
29.42,13.2306
29.43,13.1847
29.44,13.0969
29.45,12.9581
29.46,12.7664
29.47,12.5264
29.48,12.2475
29.49,11.943
29.5,11.6273
29.51,11.315
29.52,11.019
29.53,10.7498
29.54,10.5151
29.55,10.3195
29.56,10.1649
29.57,10.0509
29.58,9.97572
29.59,9.93631
29.6,9.92934
29.61,9.95149
29.62,9.99975
29.63,10.0717
29.64,10.1654
29.65,10.2797
29.66,10.4141
29.67,10.5684
29.68,10.743
29.69,10.9388
29.7,11.1566
29.71,11.3979
29.72,11.6641
29.73,11.9565
29.74,12.2768
29.75,12.6264
29.76,13.0068
29.77,13.4195
29.78,13.8656
29.79,14.3464
29.8,14.8626
29.81,15.4151
29.82,16.0042
29.83,16.6301
29.84,17.2922
29.85,17.99
29.86,18.722
29.87,19.4863
29.88,20.2801
29.89,21.0999
29.9,21.9412
29.91,22.7986
29.92,23.6656
29.93,24.5343
29.94,25.3961
29.95,26.241
29.96,27.0578
29.97,27.8349
29.98,28.5597
29.99,29.2191
30,29.8005
30.01,30.2914
30.02,30.6804
30.03,30.9575
30.04,31.1148
30.05,31.1468
30.06,31.051
30.07,30.8276
30.08,30.4803
30.09,30.0157
30.1,29.443
30.11,28.7739
30.12,28.0218
30.13,27.2011
30.14,26.3266
30.15,25.4131
30.16,24.4744
30.17,23.523
30.18,22.57
30.19,21.625
30.2,20.6958
30.21,19.7886
30.22,18.9085
30.23,18.0595
30.24,17.2446
30.25,16.4664
30.26,15.7268
30.27,15.0275
30.28,14.3701
30.29,13.7556
30.3,13.1853
30.31,12.6599
30.32,12.1801
30.33,11.7465
30.34,11.3592
30.35,11.0184
30.36,10.7238
30.37,10.4751
30.38,10.2718
30.39,10.1134
30.4,9.99895
30.41,9.92787
30.42,9.89937
30.43,9.91276
30.44,9.9674
30.45,10.0628
30.46,10.1986
30.47,10.3746
30.48,10.5907
30.49,10.8471
30.5,11.1441
30.51,11.4821
30.52,11.8616
30.53,12.2835
30.54,12.7483
30.55,13.257
30.56,13.8103
30.57,14.4088
30.58,15.0532
30.59,15.7439
30.6,16.4808
30.61,17.2636
30.62,18.0915
30.63,18.9629
30.64,19.8755
30.65,20.826
30.66,21.8099
30.67,22.8217
30.68,23.854
30.69,24.8983
30.7,25.9441
30.71,26.9794
30.72,27.9905
30.73,28.962
30.74,29.8775
30.75,30.7193
30.76,31.4698
30.77,32.1113
30.78,32.6272
30.79,33.0028
30.8,33.2261
30.81,33.2886
30.82,33.1856
30.83,32.9173
30.84,32.4885
30.85,31.9087
30.86,31.1912
30.87,30.3532
30.88,29.4142
30.89,28.395
30.9,27.3169
30.91,26.2001
30.92,25.0632
30.93,23.9227
30.94,22.7918
30.95,21.6814
30.96,20.5994
30.97,19.5516
30.98,18.5418
30.99,17.5726
31,16.6457
31.01,15.7622
31.02,14.9229
31.03,14.1287
31.04,13.3803
31.05,12.6785
31.06,12.0237
31.07,11.4167
31.08,10.8576
31.09,10.3465
31.1,9.88338
31.11,9.46766
31.12,9.09866
31.13,8.77545
31.14,8.49688
31.15,8.26171
31.16,8.06858
31.17,7.91614
31.18,7.8031
31.19,7.72826
31.2,7.69058
31.21,7.68922
31.22,7.72357
31.23,7.79326
31.24,7.89816
31.25,8.03843
31.26,8.21443
31.27,8.42681
31.28,8.67643
31.29,8.96437
31.3,9.29189
31.31,9.66047
31.32,10.0717
31.33,10.5274
31.34,11.0295
31.35,11.5798
31.36,12.1804
31.37,12.8333
31.38,13.5405
31.39,14.3038
31.4,15.1246
31.41,16.0043
31.42,16.9434
31.43,17.9421
31.44,18.9995
31.45,20.1136
31.46,21.2811
31.47,22.4971
31.48,23.7547
31.49,25.0449
31.5,26.356
31.51,27.6738
31.52,28.9812
31.53,30.2583
31.54,31.4825
31.55,32.6292
31.56,33.6721
31.57,34.5845
31.58,35.3401
31.59,35.9148
31.6,36.2879
31.61,36.4439
31.62,36.3735
31.63,36.0747
31.64,35.5533
31.65,34.8231
31.66,33.9047
31.67,32.825
31.68,31.6148
31.69,30.3073
31.7,28.9359
31.71,27.5317
31.72,26.1225
31.73,24.7309
31.74,23.374
31.75,22.0634
31.76,20.8057
31.77,19.6036
31.78,18.4573
31.79,17.3653
31.8,16.3255
31.81,15.3362
31.82,14.3961
31.83,13.5048
31.84,12.6623
31.85,11.8691
31.86,11.1258
31.87,10.433
31.88,9.79096
31.89,9.19943
31.9,8.65768
31.91,8.16439
31.92,7.71768
31.93,7.31515
31.94,6.95402
31.95,6.63118
31.96,6.34334
31.97,6.08717
31.98,5.85938
31.99,5.65682
32,5.47659
32.01,5.31605
32.02,5.1729
32.03,5.04518
32.04,4.93125
32.05,4.82983
32.06,4.73996
32.07,4.66098
32.08,4.59254
32.09,4.53453
32.1,4.48715
32.11,4.4508
32.12,4.42615
32.13,4.4141
32.14,4.41576
32.15,4.43245
32.16,4.46572
32.17,4.5173
32.18,4.58908
32.19,4.68315
32.2,4.8017
32.21,4.94708
32.22,5.12175
32.23,5.32825
32.24,5.56925
32.25,5.84752
32.26,6.16594
32.27,6.52753
32.28,6.93548
32.29,7.39316
32.3,7.90411
32.31,8.47212
32.32,9.10116
32.33,9.79542
32.34,10.5593
32.35,11.3971
32.36,12.3135
32.37,13.3129
32.38,14.3992
32.39,15.5762
32.4,16.8466
32.41,18.212
32.42,19.6726
32.43,21.2259
32.44,22.8671
32.45,24.5877
32.46,26.3747
32.47,28.2104
32.48,30.0716
32.49,31.9292
32.5,33.7479
32.51,35.4875
32.52,37.1035
32.53,38.5493
32.54,39.7785
32.55,40.7484
32.56,41.423
32.57,41.7761
32.58,41.7942
32.59,41.4772
32.6,40.8392
32.61,39.9076
32.62,38.7207
32.63,37.326
32.64,35.7764
32.65,34.1283
32.66,32.4382
32.67,30.7603
32.68,29.1435
32.69,27.6282
32.7,26.2434
32.71,25.0039
32.72,23.9095
32.73,22.9456
32.74,22.087
32.75,21.3028
32.76,20.5624
32.77,19.8399
32.78,19.1178
32.79,18.3878
32.8,17.6503
32.81,16.9126
32.82,16.1864
32.83,15.4856
32.84,14.8242
32.85,14.2146
32.86,13.6665
32.87,13.1866
32.88,12.7779
32.89,12.4407
32.9,12.1723
32.91,11.9685
32.92,11.8239
32.93,11.7326
32.94,11.689
32.95,11.6878
32.96,11.7247
32.97,11.7964
32.98,11.9004
32.99,12.0352
33,12.2002
33.01,12.3954
33.02,12.6213
33.03,12.8792
33.04,13.1703
33.05,13.4964
33.06,13.8593
33.07,14.2606
33.08,14.7022
33.09,15.1856
33.1,15.7121
33.11,16.2827
33.12,16.898
33.13,17.5581
33.14,18.2624
33.15,19.0095
33.16,19.7974
33.17,20.6227
33.18,21.4811
33.19,22.3671
33.2,23.2736
33.21,24.1921
33.22,25.1126
33.23,26.0236
33.24,26.9121
33.25,27.7638
33.26,28.5635
33.27,29.2955
33.28,29.944
33.29,30.4938
33.3,30.9309
33.31,31.2435
33.32,31.4223
33.33,31.4614
33.34,31.3586
33.35,31.1156
33.36,30.7382
33.37,30.2358
33.38,29.6213
33.39,28.9099
33.4,28.1188
33.41,27.2664
33.42,26.3707
33.43,25.4493
33.44,24.5182
33.45,23.5912
33.46,22.6798
33.47,21.7928
33.48,20.9365
33.49,20.1147
33.5,19.3292
33.51,18.5802
33.52,17.8669
33.53,17.1878
33.54,16.5413
33.55,15.9258
33.56,15.34
33.57,14.7831
33.58,14.2547
33.59,13.7548
33.6,13.2838
33.61,12.8421
33.62,12.4304
33.63,12.0494
33.64,11.6995
33.65,11.3814
33.66,11.0952
33.67,10.8412
33.68,10.6194
33.69,10.4298
33.7,10.2723
33.71,10.1468
33.72,10.0533
33.73,9.99167
33.74,9.9621
33.75,9.96483
33.76,10.0003
33.77,10.0692
33.78,10.1722
33.79,10.3104
33.8,10.4849
33.81,10.6973
33.82,10.9489
33.83,11.2415
33.84,11.5769
33.85,11.9571
33.86,12.3841
33.87,12.8599
33.88,13.3866
33.89,13.9663
33.9,14.6008
33.91,15.292
33.92,16.0413
33.93,16.8498
33.94,17.7182
33.95,18.6465
33.96,19.6336
33.97,20.6777
33.98,21.7755
33.99,22.9219
34,24.1102
34.01,25.3314
34.02,26.574
34.03,27.8237
34.04,29.0636
34.05,30.2735
34.06,31.4309
34.07,32.5107
34.08,33.4864
34.09,34.3304
34.1,35.016
34.11,35.5184
34.12,35.8165
34.13,35.8942
34.14,35.7425
34.15,35.3597
34.16,34.7526
34.17,33.936
34.18,32.9323
34.19,31.7697
34.2,30.4804
34.21,29.099
34.22,27.6597
34.23,26.1944
34.24,24.7318
34.25,23.2953
34.26,21.9031
34.27,20.5682
34.28,19.2985
34.29,18.0982
34.3,16.968
34.31,15.9069
34.32,14.9123
34.33,13.9815
34.34,13.1114
34.35,12.2994
34.36,11.5431
34.37,10.8406
34.38,10.1903
34.39,9.5907
34.4,9.04029
34.41,8.5376
34.42,8.08098
34.43,7.66858
34.44,7.29833
34.45,6.96796
34.46,6.67502
34.47,6.41692
34.48,6.19105
34.49,5.99479
34.5,5.82562
34.51,5.68115
34.52,5.55923
34.53,5.45792
34.54,5.37557
34.55,5.31079
34.56,5.26251
34.57,5.22992
34.58,5.21249
34.59,5.20995
34.6,5.22227
34.61,5.24964
34.62,5.29244
34.63,5.35127
34.64,5.42686
34.65,5.52011
34.66,5.63208
34.67,5.76394
34.68,5.91697
34.69,6.09257
34.7,6.29227
34.71,6.51765
34.72,6.77044
34.73,7.05243
34.74,7.36551
34.75,7.71168
34.76,8.09298
34.77,8.51158
34.78,8.96969
34.79,9.46957
34.8,10.0135
34.81,10.6038
34.82,11.2428
34.83,11.9324
34.84,12.6747
34.85,13.4713
34.86,14.3235
34.87,15.2319
34.88,16.1967
34.89,17.2168
34.9,18.2904
34.91,19.414
34.92,20.5828
34.93,21.7901
34.94,23.0271
34.95,24.283
34.96,25.5448
34.97,26.7973
34.98,28.0234
34.99,29.2046
35,30.3213
35.01,31.3538
35.02,32.2832
35.03,33.0923
35.04,33.7666
35.05,34.2953
35.06,34.6717
35.07,34.8939
35.08,34.9648
35.09,34.8917
35.1,34.6858
35.11,34.3613
35.12,33.9348
35.13,33.4242
35.14,32.8479
35.15,32.2245
35.16,31.5719
35.17,30.9075
35.18,30.2479
35.19,29.6095
35.2,29.0081
35.21,28.4596
35.22,27.9799
35.23,27.5845
35.24,27.2878
35.25,27.1023
35.26,27.0363
35.27,27.0923
35.28,27.2644
35.29,27.5366
35.3,27.8824
35.31,28.2648
35.32,28.6393
35.33,28.9576
35.34,29.1723
35.35,29.2423
35.36,29.1377
35.37,28.8427
35.38,28.3573
35.39,27.6959
35.4,26.8852
35.41,25.9601
35.42,24.9595
35.43,23.9225
35.44,22.885
35.45,21.878
35.46,20.9256
35.47,20.0452
35.48,19.2476
35.49,18.5375
35.5,17.9149
35.51,17.3758
35.52,16.9139
35.53,16.521
35.54,16.1885
35.55,15.9076
35.56,15.6699
35.57,15.468
35.58,15.2952
35.59,15.1459
35.6,15.0154
35.61,14.8998
35.62,14.7961
35.63,14.7017
35.64,14.6149
35.65,14.534
35.66,14.458
35.67,14.3858
35.68,14.3167
35.69,14.25
35.7,14.1852
35.71,14.1217
35.72,14.0588
35.73,13.9961
35.74,13.9327
35.75,13.8679
35.76,13.8008
35.77,13.7304
35.78,13.6556
35.79,13.5752
35.8,13.4878
35.81,13.3921
35.82,13.2865
35.83,13.1696
35.84,13.0399
35.85,12.8962
35.86,12.7376
35.87,12.5636
35.88,12.3743
35.89,12.1709
35.9,11.9561
35.91,11.7338
35.92,11.5104
35.93,11.2943
35.94,11.0966
35.95,10.9303
35.96,10.8096
35.97,10.7485
35.98,10.7582
35.99,10.8449
36,11.0071
36.01,11.2348
36.02,11.5102
36.03,11.8092
36.04,12.1051
36.05,12.372
36.06,12.5876
36.07,12.7363
36.08,12.8101
36.09,12.8091
36.1,12.7406
36.11,12.617
36.12,12.4545
36.13,12.2698
36.14,12.0788
36.15,11.8947
36.16,11.7272
36.17,11.5822
36.18,11.4622
36.19,11.3672
36.2,11.295
36.21,11.2427
36.22,11.207
36.23,11.1847
36.24,11.1733
36.25,11.171
36.26,11.1767
36.27,11.1898
36.28,11.2107
36.29,11.2399
36.3,11.2785
36.31,11.3277
36.32,11.3892
36.33,11.4643
36.34,11.5548
36.35,11.6621
36.36,11.7878
36.37,11.9335
36.38,12.1003
36.39,12.2897
36.4,12.5028
36.41,12.7407
36.42,13.0044
36.43,13.2948
36.44,13.6126
36.45,13.9587
36.46,14.3337
36.47,14.7381
36.48,15.1723
36.49,15.6366
36.5,16.1311
36.51,16.6558
36.52,17.2104
36.53,17.7944
36.54,18.4069
36.55,19.0466
36.56,19.7118
36.57,20.4004
36.58,21.1096
36.59,21.836
36.6,22.5754
36.61,23.323
36.62,24.073
36.63,24.8187
36.64,25.5528
36.65,26.2669
36.66,26.9518
36.67,27.5978
36.68,28.1945
36.69,28.7313
36.7,29.1975
36.71,29.583
36.72,29.878
36.73,30.0741
36.74,30.1643
36.75,30.1436
36.76,30.0091
36.77,29.7606
36.78,29.4003
36.79,28.9331
36.8,28.3664
36.81,27.7095
36.82,26.9738
36.83,26.1717
36.84,25.3164
36.85,24.4214
36.86,23.4999
36.87,22.5646
36.88,21.6269
36.89,20.6974
36.9,19.7853
36.91,18.8984
36.92,18.0436
36.93,17.2262
36.94,16.4507
36.95,15.7208
36.96,15.0391
36.97,14.4077
36.98,13.828
36.99,13.3011
37,12.8274
37.01,12.407
37.02,12.0397
37.03,11.725
37.04,11.4621
37.05,11.2498
37.06,11.087
37.07,10.9723
37.08,10.9042
37.09,10.8811
37.1,10.9016
37.11,10.964
37.12,11.0671
37.13,11.2095
37.14,11.3901
37.15,11.608
37.16,11.8624
37.17,12.1527
37.18,12.4785
37.19,12.8395
37.2,13.2355
37.21,13.6664
37.22,14.1323
37.23,14.6332
37.24,15.1692
37.25,15.7401
37.26,16.3457
37.27,16.9857
37.28,17.6595
37.29,18.3661
37.3,19.104
37.31,19.8715
37.32,20.6661
37.33,21.4845
37.34,22.3228
37.35,23.1763
37.36,24.0391
37.37,24.9043
37.38,25.7641
37.39,26.6095
37.4,27.4303
37.41,28.2155
37.42,28.9532
37.43,29.6307
37.44,30.2351
37.45,30.7536
37.46,31.1736
37.47,31.4838
37.48,31.6741
37.49,31.7367
37.5,31.666
37.51,31.4596
37.52,31.1181
37.53,30.6458
37.54,30.0497
37.55,29.34
37.56,28.5296
37.57,27.6329
37.58,26.6657
37.59,25.6443
37.6,24.5848
37.61,23.5025
37.62,22.4117
37.63,21.3251
37.64,20.2539
37.65,19.2078
37.66,18.1947
37.67,17.2213
37.68,16.2929
37.69,15.4137
37.7,14.5872
37.71,13.8159
37.72,13.1016
37.73,12.4457
37.74,11.8489
37.75,11.3118
37.76,10.8343
37.77,10.4159
37.78,10.0561
37.79,9.75387
37.8,9.50779
37.81,9.31636
37.82,9.17781
37.83,9.0902
37.84,9.05152
37.85,9.05971
37.86,9.11277
37.87,9.20882
37.88,9.34612
37.89,9.52315
37.9,9.73863
37.91,9.99152
37.92,10.281
37.93,10.6066
37.94,10.968
37.95,11.3649
37.96,11.7975
37.97,12.2659
37.98,12.7703
37.99,13.311
38,13.8883
38.01,14.5022
38.02,15.1528
38.03,15.84
38.04,16.5633
38.05,17.3219
38.06,18.1145
38.07,18.9393
38.08,19.7941
38.09,20.6756
38.1,21.5799
38.11,22.5022
38.12,23.4367
38.13,24.3767
38.14,25.3143
38.15,26.2407
38.16,27.146
38.17,28.0196
38.18,28.85
38.19,29.6254
38.2,30.3336
38.21,30.9627
38.22,31.5012
38.23,31.9385
38.24,32.2655
38.25,32.4746
38.26,32.5603
38.27,32.5198
38.28,32.3525
38.29,32.0607
38.3,31.649
38.31,31.1245
38.32,30.4963
38.33,29.7749
38.34,28.972
38.35,28.0996
38.36,27.1698
38.37,26.1942
38.38,25.1838
38.39,24.1487
38.4,23.0984
38.41,22.0415
38.42,20.9861
38.43,19.9395
38.44,18.909
38.45,17.9011
38.46,16.9221
38.47,15.9778
38.48,15.0733
38.49,14.2133
38.5,13.4014
38.51,12.6409
38.52,11.9343
38.53,11.2831
38.54,10.6886
38.55,10.1511
38.56,9.6708
38.57,9.24718
38.58,8.87955
38.59,8.56689
38.6,8.30805
38.61,8.10172
38.62,7.94652
38.63,7.84108
38.64,7.784
38.65,7.77395
38.66,7.80968
38.67,7.89001
38.68,8.01388
38.69,8.18036
38.7,8.38863
38.71,8.63802
38.72,8.92794
38.73,9.25791
38.74,9.62753
38.75,10.0364
38.76,10.4842
38.77,10.9705
38.78,11.4948
38.79,12.0564
38.8,12.6543
38.81,13.2873
38.82,13.9538
38.83,14.6516
38.84,15.3782
38.85,16.1302
38.86,16.9037
38.87,17.694
38.88,18.4954
38.89,19.3019
38.9,20.1063
38.91,20.9009
38.92,21.6776
38.93,22.4279
38.94,23.143
38.95,23.8145
38.96,24.4343
38.97,24.995
38.98,25.4903
38.99,25.9153
39,26.2665
39.01,26.5423
39.02,26.7425
39.03,26.8689
39.04,26.9249
39.05,26.9151
39.06,26.8458
39.07,26.7239
39.08,26.5571
39.09,26.3536
39.1,26.122
39.11,25.8709
39.12,25.6089
39.13,25.3446
39.14,25.0863
39.15,24.8426
39.16,24.6218
39.17,24.4325
39.18,24.2833
39.19,24.1828
39.2,24.1396
39.21,24.1621
39.22,24.2581
39.23,24.4342
39.24,24.6953
39.25,25.0436
39.26,25.4776
39.27,25.9915
39.28,26.5741
39.29,27.2086
39.3,27.872
39.31,28.5361
39.32,29.1681
39.33,29.7327
39.34,30.1942
39.35,30.5194
39.36,30.6801
39.37,30.6562
39.38,30.4371
39.39,30.0227
39.4,29.4232
39.41,28.6575
39.42,27.7514
39.43,26.7348
39.44,25.639
39.45,24.4949
39.46,23.3308
39.47,22.1713
39.48,21.0368
39.49,19.9433
39.5,18.903
39.51,17.9243
39.52,17.0127
39.53,16.1719
39.54,15.4039
39.55,14.7099
39.56,14.0909
39.57,13.548
39.58,13.0825
39.59,12.6961
39.6,12.3904
39.61,12.167
39.62,12.0266
39.63,11.9687
39.64,11.9908
39.65,12.0884
39.66,12.2546
39.67,12.4801
39.68,12.7537
39.69,13.0628
39.7,13.3935
39.71,13.7319
39.72,14.064
39.73,14.3768
39.74,14.6586
39.75,14.8993
39.76,15.091
39.77,15.2282
39.78,15.3076
39.79,15.3285
39.8,15.2926
39.81,15.2033
39.82,15.0661
39.83,14.8875
39.84,14.6754
39.85,14.4378
39.86,14.1834
39.87,13.9205
39.88,13.6574
39.89,13.4021
39.9,13.162
39.91,12.9439
39.92,12.7544
39.93,12.5992
39.94,12.4835
39.95,12.4115
39.96,12.3867
39.97,12.4112
39.98,12.4862
39.99,12.6111
40,12.7837
40.01,13.0003
40.02,13.2556
40.03,13.5428
40.04,13.8539
40.05,14.18
40.06,14.5115
40.07,14.8387
40.08,15.1521
40.09,15.4427
40.1,15.7023
40.11,15.924
40.12,16.1023
40.13,16.2334
40.14,16.3149
40.15,16.3463
40.16,16.3283
40.17,16.2633
40.18,16.1547
40.19,16.0066
40.2,15.8238
40.21,15.6116
40.22,15.3752
40.23,15.1197
40.24,14.8501
40.25,14.571
40.26,14.2867
40.27,14.001
40.28,13.7175
40.29,13.4398
40.3,13.171
40.31,12.9146
40.32,12.6741
40.33,12.4533
40.34,12.2566
40.35,12.0887
40.36,11.9549
40.37,11.8611
40.38,11.8134
40.39,11.8182
40.4,11.8813
40.41,12.008
40.42,12.2022
40.43,12.4659
40.44,12.7988
40.45,13.1981
40.46,13.6579
40.47,14.1698
40.48,14.7226
40.49,15.3028
40.5,15.8951
40.51,16.483
40.52,17.0495
40.53,17.5778
40.54,18.0521
40.55,18.4589
40.56,18.7868
40.57,19.0283
40.58,19.1791
40.59,19.2392
40.6,19.2121
40.61,19.1048
40.62,18.9271
40.63,18.6911
40.64,18.41
40.65,18.0979
40.66,17.7687
40.67,17.436
40.68,17.1122
40.69,16.8087
40.7,16.5353
40.71,16.3005
40.72,16.1113
40.73,15.9731
40.74,15.8899
40.75,15.864
40.76,15.8958
40.77,15.9841
40.78,16.1257
40.79,16.3153
40.8,16.5458
40.81,16.8083
40.82,17.0924
40.83,17.3865
40.84,17.6786
40.85,17.9564
40.86,18.2082
40.87,18.4235
40.88,18.5933
40.89,18.7105
40.9,18.7705
40.91,18.7708
40.92,18.7115
40.93,18.5947
40.94,18.4246
40.95,18.2065
40.96,17.9471
40.97,17.6534
40.98,17.3328
40.99,16.9923
41,16.6385
41.01,16.2773
41.02,15.9138
41.03,15.5523
41.04,15.196
41.05,14.8474
41.06,14.5083
41.07,14.1798
41.08,13.8624
41.09,13.5564
41.1,13.2614
41.11,12.977
41.12,12.7027
41.13,12.4378
41.14,12.1816
41.15,11.9334
41.16,11.6924
41.17,11.458
41.18,11.2296
41.19,11.0067
41.2,10.7888
41.21,10.5756
41.22,10.3668
41.23,10.1622
41.24,9.96165
41.25,9.76533
41.26,9.57343
41.27,9.38636
41.28,9.20481
41.29,9.02976
41.3,8.86261
41.31,8.70525
41.32,8.56018
41.33,8.43065
41.34,8.3208
41.35,8.23577
41.36,8.18183
41.37,8.16635
41.38,8.19775
41.39,8.2852
41.4,8.43816
41.41,8.66574
41.42,8.97591
41.43,9.3747
41.44,9.86547
41.45,10.4483
41.46,11.1195
41.47,11.8715
41.48,12.6926
41.49,13.5668
41.5,14.4742
41.51,15.391
41.52,16.2905
41.53,17.1443
41.54,17.9236
41.55,18.6018
41.56,19.1567
41.57,19.5729
41.58,19.8434
41.59,19.9708
41.6,19.9671
41.61,19.8521
41.62,19.6506
41.63,19.3899
41.64,19.0953
41.65,18.7879
41.66,18.4819
41.67,18.1843
41.68,17.8952
41.69,17.6094
41.7,17.3184
41.71,17.0128
41.72,16.6837
41.73,16.3247
41.74,15.9319
41.75,15.5043
41.76,15.0439
41.77,14.5548
41.78,14.043
41.79,13.5151
41.8,12.9788
41.81,12.4415
41.82,11.9103
41.83,11.3918
41.84,10.8918
41.85,10.4152
41.86,9.96617
41.87,9.54813
41.88,9.16368
41.89,8.81481
41.9,8.50297
41.91,8.22919
41.92,7.99417
41.93,7.79835
41.94,7.642
41.95,7.52525
41.96,7.44816
41.97,7.41075
41.98,7.41298
41.99,7.45481
42,7.53614
42.01,7.65689
42.02,7.81692
42.03,8.01611
42.04,8.25428
42.05,8.53122
42.06,8.84671
42.07,9.20045
42.08,9.59208
42.09,10.0211
42.1,10.487
42.11,10.9889
42.12,11.5258
42.13,12.0964
42.14,12.6989
42.15,13.3313
42.16,13.9909
42.17,14.6744
